X,Y,H
5545150.908,7422038.915,196.381776
5545151.503,7422038.346,196.345804
5545152.097999999,7422037.837,196.28049600000003
5545152.754,7422037.33,196.231276
5545153.38,7422036.821,196.185708
5545154.036,7422036.312999999,196.14273599999999
5545154.693,7422035.786,196.130744
5545155.318,7422035.277000001,196.030512
5545156.066000001,7422034.81,195.947708
5545156.784,7422034.323,195.8926
5545157.533,7422033.817000001,195.842676
5545158.312999999,7422033.291,195.773528
5545159.062999999,7422032.744,195.663836
5545159.875,7422032.1389999995,195.620224
5545160.595,7422031.533,195.576504
5545161.253,7422030.866,195.56276400000002
5545161.942000001,7422030.239,195.540576
5545162.569,7422029.631,195.52418799999998
5545162.947000001,7422029.159,195.507848
5545163.106000001,7422028.842999999,195.499008
5545163.14,7422028.585,195.463928
5545163.145,7422028.286,195.446844
5545163.212,7422027.949,195.43574800000002
5545163.248,7422027.551,195.43120399999998
5545163.347,7422027.135,195.40702
5545163.447000001,7422026.659,195.36739599999999
5545163.67,7422026.183999999,195.327068
5545163.832,7422025.649,195.273608
5545164.056,7422025.095,195.233584
5545164.251,7422024.501,195.1956556952
5545164.476,7422023.887,195.1586796952
5545164.701,7422023.254,195.12145569519998
5545164.96,7422022.461,195.09806799999998
5545165.187000001,7422021.708,195.03941200000003
5545165.228999999,7422020.953,195.015876
5545165.239,7422020.256,194.985844
5545165.063999999,7422019.597,194.9191876952
5545164.887999999,7422018.918,194.89126
5545164.62,7422018.257,194.8590716952
5545164.32,7422017.576,194.786376
5545164.084,7422016.856000001,194.73185999999998
5545163.786,7422016.076,194.6949396952
5545163.581,7422015.277000001,194.601652
5545163.472,7422014.34,194.4999636952
5545163.3610000005,7422013.442000001,194.46128769519999
5545163.221,7422012.465,194.3622
5545163.11,7422011.5479999995,194.364104
5545162.938999999,7422010.61,194.3063396952
5545162.828,7422009.693,194.1848716952
5545162.687999999,7422008.756,194.0636
5545162.516,7422007.8379999995,193.987304
5545162.374,7422006.94,193.8275556952
5545162.232999999,7422006.022000001,193.656468
5545162.277000001,7422005.127,193.54904399999998
5545162.227999999,7422004.231000001,193.5351556952
5545162.365,7422003.2979999995,193.41112800000002
5545162.503,7422002.364,193.591768
5545162.703,7422001.372,193.3198396952
5545162.964,7422000.381,193.233448
5545163.072000001,7421999.328,193.25098
5545163.18,7421998.313999999,193.484684
5545163.195,7421997.279,193.097732
5545163.116,7421996.323,192.819268
5545162.975,7421995.425,192.607804
5545162.677,7421994.625,192.41908000000004
5545162.38,7421993.785,191.5387123048
5545161.989,7421993.082,191.117236
5545161.597,7421992.38,190.72159599999998
5545161.142999999,7421991.777000001,190.53442
5545160.687000001,7421991.2129999995,190.23147230480004
5545160.2,7421990.748,190.186396
5545159.68,7421990.362000001,190.09535630480002
5545159.16,7421990.036,190.03354430480002
5545158.576,7421989.768999999,189.9823283048
5545157.962,7421989.541,189.845816
5545157.347999999,7421989.232999999,189.7486883048
5545156.672,7421988.965,189.397968
5545155.967999999,7421988.517000001,189.44383200000001
5545155.2639999995,7421988.089,189.11865630480003
5545154.53,7421987.541,188.7023206096
5545153.796,7421986.993,188.48287230479997
5545153.033,7421986.384,188.1000116952
5545152.267999999,7421985.836,187.9046396952
5545151.472999999,7421985.267000001,187.2975846096
5545150.615,7421984.797,187.2022436952
5545149.756,7421984.366,187.411464
5545148.865,7421984.015,187.6224206096
5545147.972999999,7421983.703,187.348904
5545147.05,7421983.411,187.9098846096
5545146.127,7421983.199,187.9718
5545145.232999999,7421983.027000001,187.7139166096
5545144.307999999,7421982.893999999,187.5738076952
5545143.475,7421982.782000001,188.41170830480002
5545142.61,7421982.75,188.700968
5545141.746,7421982.697000001,189.04329230480002
5545140.9120000005,7421982.705,189.408952
5545140.015,7421982.771000001,189.89673200000001
5545139.149,7421982.779,190.30612000000002
5545138.222,7421982.805,190.537464
5545137.295,7421982.772000001,190.904284
5545136.31,7421982.538,191.2588443048
5545135.387,7421982.226,191.714648
5545134.5,7421981.656,192.030432
5545133.612000001,7421981.106000001,192.339532
5545132.788,7421980.3379999995,192.706532
5545131.841,7421979.627,192.7460603048
5545130.956,7421978.8379999995,192.803832
5545129.886,7421978.086,192.8468876952
5545128.971,7421977.257,192.994148
5545127.932,7421976.466,193.098476
5545127.017000001,7421975.616,192.99179600000002
5545126.102999999,7421974.727000001,192.9581283048
5545125.313999999,7421973.741,192.7196716952
5545124.587,7421972.735,192.622096
5545124.017000001,7421971.572000001,192.2828
5545123.477000001,7421970.45,192.0849
5545123.002,7421969.149,191.8391
5545122.494,7421967.948,191.23645199999999
5545122.018999999,7421966.607000001,190.9291
5545121.45,7421965.365,190.838316
5545120.7870000005,7421964.181,190.768516
5545120.092,7421963.116,190.73053969519998
5545119.302,7421962.188999999,190.956636
5545118.511,7421961.362000001,191.1189283048
5545117.625,7421960.672,191.08749600000002
5545116.77,7421959.943,190.99366030480002
5545115.851,7421959.432,190.89078
5545114.93,7421959.021000001,190.84920830480002
5545114.068,7421958.768999999,190.92480830480002
5545113.172,7421958.7360000005,190.98561600000002
5545112.307,7421958.7639999995,191.1781443048
5545111.378,7421958.8889999995,191.4854396952
5545110.387,7421959.054,191.86513969519999
5545109.366,7421959.159,192.22770830480002
5545108.285,7421959.083,192.2353
5545107.174,7421958.967999999,192.17403969519998
5545106.192000001,7421958.535,192.11632000000003
5545105.147000001,7421958.122,192.0659123048
5545104.198,7421957.551,192.144348
5545103.217,7421956.978999999,192.1780876952
5545102.456,7421956.192000001,191.795236
5545101.788,7421955.386,191.6679763048
5545101.215,7421954.442000001,191.57778000000002
5545100.5479999995,7421953.517000001,191.35702369519998
5545099.882999999,7421952.552,190.593664
5545099.154,7421951.666,190.1911443048
5545098.458,7421950.681,189.66468
5545097.668,7421949.772999999,189.05378830479998
5545096.909,7421948.847,188.509048
5545096.149,7421947.96,187.86102060960002
5545095.357999999,7421947.092999999,187.17347169520002
5545094.567000001,7421946.265,186.4929166096
5545093.807999999,7421945.299,185.9793
5545093.049,7421944.4120000005,185.419832
5545092.197000001,7421943.464,184.87452430480002
5545091.312999999,7421942.635,184.37661260960002
5545090.335,7421941.944,183.95418460960002
5545089.386,7421941.294,183.4472166096
5545088.376,7421940.622,182.96438460960002
5545087.396000001,7421940.031,182.64464369520002
5545086.348999999,7421939.777000001,182.3473283048
5545085.364,7421939.522999999,182.09920400000001
5545084.313999999,7421939.507999999,181.78035630480002
5545083.2,7421939.572000001,181.4004
5545082.0879999995,7421939.555,181.0355473904
5545080.976,7421939.518999999,180.6609923048
5545079.867000001,7421939.324,180.2752513904
5545078.757,7421939.129,179.98713600000002
5545077.617000001,7421938.913,179.8774603048
5545076.507999999,7421938.658,179.93732830480002
5545075.368,7421938.422,179.9134396952
5545074.261,7421938.107999999,179.797168
5545073.091,7421937.812000001,179.54443969520003
5545071.982999999,7421937.497,179.31663600000002
5545070.906,7421937.203,178.93818339039998
5545069.86,7421936.8889999995,178.5774153904
5545068.874,7421936.676,177.6608716952
5545067.98,7421936.543,176.2579409144
5545067.116,7421936.471,175.93560000000002
5545066.312999999,7421936.4,174.86274860959998
5545065.51,7421936.387999999,173.22699550480002
5545064.738,7421936.357000001,171.2611178288
5545063.996,7421936.366,171.2924458288
5545063.222999999,7421936.414,171.08082830479998
5545062.512,7421936.424,171.1223563048
5545061.834,7421936.313999999,170.8675206096
5545061.186000001,7421936.225,170.3391206096
5545060.57,7421936.117000001,170.2166049144
5545060.0479999995,7421935.851,170.335925524
5545059.496,7421935.563999999,169.98261013359996
5545058.913,7421935.277000001,169.5453923048
5545058.33,7421935.01,168.9102101336
5545057.652000001,7421934.88,168.28087413360004
5545056.973999999,7421934.751,167.8821923048
5545056.142000001,7421934.619,167.6062206096
5545055.372,7421934.469,167.44182552400002
5545054.573,7421934.179,167.4108458288
5545053.899,7421933.771000001,167.4179458288
5545053.227000001,7421933.223999999,167.469361524
5545052.836,7421932.462,167.5174741336
5545052.447000001,7421931.64,167.548553524
5545052.122,7421930.62,167.5295692192
5545051.767000001,7421929.52,167.5510458288
5545051.32,7421928.379,167.54430491440002
5545050.873,7421927.238,167.5497101336
5545050.21,7421926.114,167.55774860960003
5545049.5139999995,7421925.109,167.52826921919998
5545048.69,7421924.4,167.5004846096
5545047.802999999,7421923.75,167.4637178288
