X,Y,H
5545155.7639,7421932.2299,171.8214101336
5545154.8451,7421931.9154,181.25670000000002
5545153.9551,7421931.6393,181.5019145904
5545153.0818,7421931.4364,181.7352068952
5545152.1947,7421931.248,181.971632
5545151.3489,7421931.1192,182.07286800000003
5545150.47,7421931.052999999,182.07106800000003
5545149.6126,7421930.9677,182.00690769519997
5545148.77,7421931.0207,181.9216126096
5545147.9395,7421931.0166,181.8724
5545147.0455,7421931.0072,181.73648460959998
5545146.2012,7421931.0008,181.647904
5545145.2791,7421930.9165,181.5701396952
5545144.3895,7421930.8869,181.4774126096
5545143.4527,7421930.7786,181.46016030479998
5545142.501,7421930.7584,181.5305283048
5545141.5372,7421930.6561,181.6746243048
5545140.5353,7421930.6632,182.0256923048
5545139.535,7421930.5838,182.2432526096
5545138.4922,7421930.5944,182.8441126096
5545137.4771,7421930.5875,183.4180806096
5545136.4315,7421930.6264,183.69899999999998
5545135.3864,7421930.6812,184.146204
5545134.3105,7421930.6475,184.45640400000002
5545133.2302,7421930.6948,184.53854860959999
5545132.1312,7421930.6,184.73932060960001
5545131.0408,7421930.6574,184.8623756952
5545129.9235,7421930.5482,184.95447569520002
5545128.8371,7421930.5938,185.4117716952
5545127.7129,7421930.5087,185.4970166096
5545126.6315,7421930.4955,185.50101660960001
5545125.5214,7421930.4793,185.5026166096
5545124.4636,7421930.4807,185.4984243048
5545123.4489,7421930.5243,189.5002923048
5545122.4688,7421930.5635,189.945652
5545121.5248,7421930.6887,190.65732830480002
5545120.6591,7421930.8452,191.04947169520003
5545119.7978,7421930.9961,191.38939599999998
5545118.9978,7421931.1726,191.734868
5545118.4152,7421931.5721,192.17323600000003
5545117.856000001,7421931.977999999,192.329636
5545117.4868,7421932.6629,192.460348
5545117.0972,7421933.3718,192.5864716952
5545116.5779,7421934.2672,192.73332
5545115.8995,7421935.017999999,192.834148
5545115.01,7421935.7525,192.970964
5545114.0771,7421936.249,193.05576
5545112.9893,7421936.5711,193.14939999999999
5545112.1523,7421936.5124,193.2185556952
5545111.2688,7421936.3487,193.282308
5545110.5596,7421935.946,193.36306
5545109.9135,7421935.529,193.42367169519997
5545109.4038,7421934.9948,193.5316476952
5545108.9922,7421934.4417,193.6248316952
5545108.6597,7421933.8376,193.74815569519998
5545108.332,7421933.1844,193.7772876952
5545108.0479,7421932.5135,193.846692
5545107.6766,7421931.8018,193.9088
5545107.2233,7421931.1253,193.9919396952
5545106.7616,7421930.3956,194.114908
5545106.1775,7421929.7235,194.222092
5545105.6759,7421928.9635,194.35670399999998
5545105.0764,7421928.2386,194.415168
5545104.5964,7421927.4547,194.41041569520002
5545104.0269,7421926.6727,194.44899600000002
5545103.6362,7421925.864,194.498112
5545103.1634,7421925.0108,194.56231569520003
5545102.8259,7421924.1662,194.6413716952
5545102.5194,7421923.2862,194.749396
5545102.3001,7421922.4452,194.905452
5545102.1579,7421921.5485,195.0222636952
5545102.0153,7421920.682,195.0595
5545101.9219,7421919.7377,195.072336
5545101.8076,7421918.847999999,195.15838000000002
5545101.7533,7421917.8973,195.15512800000005
5545101.6354,7421916.9946,195.22444000000002
5545101.6148,7421916.0145,195.382636
5545101.4917,7421915.0811,195.524144
5545101.4853,7421914.09,195.338116
5545101.3423,7421913.147000001,195.19351600000002
5545101.3866,7421912.1229,195.11316
5545101.2415,7421911.1469,195.0640476952
