nr,tryb,czas,Y,X,H
Area0127,Nawigacyjny,05/28/2015 10:18:21,7421938.7220,5545158.4643,239.2747
Area0128,Nawigacyjny,05/28/2015 10:18:22,7421939.0141,5545157.2601,239.2866
Area0129,Nawigacyjny,05/28/2015 10:18:23,7421939.4546,5545156.0408,239.2728
Area0130,Nawigacyjny,05/28/2015 10:18:24,7421939.8272,5545154.8551,239.2826
Area0131,Nawigacyjny,05/28/2015 10:18:25,7421940.1912,5545153.6180,239.2733
Area0132,Nawigacyjny,05/28/2015 10:18:26,7421940.5063,5545152.4489,239.2836
Area0133,Nawigacyjny,05/28/2015 10:18:27,7421940.8016,5545151.1782,239.2680
Area0134,Nawigacyjny,05/28/2015 10:18:28,7421941.0161,5545149.9400,239.2876
Area0135,Pomierzony,05/28/2015 10:18:33,7421941.2226,5545144.7695,243.5194
Area0136,Pomierzony,05/28/2015 10:18:34,7421939.8895,5545143.2966,239.4137
Area0137,Pomierzony,05/28/2015 10:18:35,7421940.6504,5545141.1785,243.7568
Area0138,Pomierzony,05/28/2015 10:18:36,7421939.5268,5545140.7309,241.4432
Area0139,Pomierzony,05/28/2015 10:18:37,7421939.3310,5545139.5924,241.5605
Area0140,Pomierzony,05/28/2015 10:18:38,7421939.0011,5545138.5655,241.5507
Area0141,Pomierzony,05/28/2015 10:18:39,7421938.7880,5545137.5125,241.5764
Area0142,Pomierzony,05/28/2015 10:18:40,7421938.4475,5545136.5351,241.5706
Area0143,Pomierzony,05/28/2015 10:18:41,7421938.1929,5545135.5578,241.5955
Area0144,Pomierzony,05/28/2015 10:18:42,7421937.8801,5545134.5580,241.5797
Area0145,Pomierzony,05/28/2015 10:18:43,7421937.4562,5545133.6224,241.5768
Area0146,Pomierzony,05/28/2015 10:18:44,7421937.1168,5545132.5912,241.5824
Area0147,Pomierzony,05/28/2015 10:18:45,7421936.6278,5545131.6276,241.5864
Area0148,Pomierzony,05/28/2015 10:18:46,7421936.2690,5545130.6368,241.5794
Area0149,Pomierzony,05/28/2015 10:18:47,7421935.7342,5545129.6260,241.5762
Area0150,Pomierzony,05/28/2015 10:18:48,7421935.2965,5545128.6263,241.5803
Area0151,Pomierzony,05/28/2015 10:18:49,7421934.8290,5545127.5304,241.5796
Area0152,Pomierzony,05/28/2015 10:18:50,7421934.4528,5545126.4620,241.5729
Area0153,Pomierzony,05/28/2015 10:18:51,7421934.1087,5545125.2819,241.5715
Area0154,Pomierzony,05/28/2015 10:18:52,7421933.8885,5545124.1200,241.5551
Area0155,Pomierzony,05/28/2015 10:18:53,7421933.6496,5545122.8626,241.5691
Area0156,Pomierzony,05/28/2015 10:18:54,7421933.5741,5545121.6158,241.5628
Area0157,Pomierzony,05/28/2015 10:18:55,7421933.4373,5545120.3259,241.5683
Area0158,Pomierzony,05/28/2015 10:18:56,7421933.4110,5545118.9996,241.5565
Area0159,Pomierzony,05/28/2015 10:18:57,7421933.3298,5545117.7083,241.5774
Area0160,Pomierzony,05/28/2015 10:18:58,7421933.2411,5545116.3627,241.5368
Area0161,Pomierzony,05/28/2015 10:18:59,7421933.2068,5545115.0626,241.5845
Area0162,Pomierzony,05/28/2015 10:19:00,7421933.2683,5545113.7516,241.5862
Area0163,Pomierzony,05/28/2015 10:19:01,7421933.3586,5545112.5264,241.5917
Area0164,Pomierzony,05/28/2015 10:19:02,7421933.5362,5545111.2550,241.5750
Area0165,Pomierzony,05/28/2015 10:19:03,7421933.6113,5545110.0364,241.5914
Area0166,Pomierzony,05/28/2015 10:19:04,7421933.8269,5545108.7720,241.5694
Area0167,Pomierzony,05/28/2015 10:19:05,7421933.8757,5545107.5581,241.5727
Area0168,Pomierzony,05/28/2015 10:19:06,7421933.9419,5545106.2379,241.5750
Area0169,Pomierzony,05/28/2015 10:19:07,7421933.9532,5545105.0034,241.5559
Area0170,Pomierzony,05/28/2015 10:19:08,7421933.8018,5545103.7468,241.5625
Area0171,Pomierzony,05/28/2015 10:19:09,7421933.6774,5545102.5683,241.5845
Area0172,Pomierzony,05/28/2015 10:19:10,7421933.3515,5545101.3876,241.5699
Area0173,Pomierzony,05/28/2015 10:19:11,7421933.0984,5545100.2718,241.5790
Area0174,Pomierzony,05/28/2015 10:19:12,7421932.6796,5545099.1473,241.5703
Area0175,Pomierzony,05/28/2015 10:19:13,7421932.3234,5545098.0953,241.5609
Area0176,Pomierzony,05/28/2015 10:19:14,7421931.8628,5545097.0184,241.5616
Area0177,Pomierzony,05/28/2015 10:19:15,7421931.4269,5545095.9642,241.5789
Area0178,Pomierzony,05/28/2015 10:19:16,7421930.9668,5545094.8914,241.5769
Area0179,Pomierzony,05/28/2015 10:19:17,7421930.4832,5545093.8525,241.5829
Area0180,Pomierzony,05/28/2015 10:19:18,7421930.0508,5545092.7863,241.5775
Area0181,Pomierzony,05/28/2015 10:19:19,7421929.5396,5545091.7200,241.5832
Area0182,Pomierzony,05/28/2015 10:19:20,7421929.1281,5545090.6522,241.5797
Area0183,Pomierzony,05/28/2015 10:19:21,7421928.6693,5545089.5433,241.5967
Area0184,Pomierzony,05/28/2015 10:19:22,7421928.2992,5545088.4803,241.5771
Area0185,Pomierzony,05/28/2015 10:19:23,7421927.8660,5545087.3430,241.5776
Area0186,Pomierzony,05/28/2015 10:19:24,7421927.6293,5545086.2328,241.5634
Area0187,Pomierzony,05/28/2015 10:19:25,7421927.4600,5545084.9931,241.5651
Area0188,Pomierzony,05/28/2015 10:19:26,7421927.3344,5545083.7984,241.5732
Area0189,Pomierzony,05/28/2015 10:19:27,7421927.2915,5545082.5227,241.5534
Area0190,Pomierzony,05/28/2015 10:19:28,7421927.2098,5545081.3076,241.5520
Area0191,Pomierzony,05/28/2015 10:19:29,7421927.1670,5545080.0065,241.5869
Area0192,Pomierzony,05/28/2015 10:19:30,7421927.0965,5545078.7812,241.6021
Area0193,Pomierzony,05/28/2015 10:19:31,7421927.0354,5545077.4756,241.6137
Area0194,Pomierzony,05/28/2015 10:19:32,7421926.9911,5545076.2263,241.5685
Area0195,Pomierzony,05/28/2015 10:19:33,7421926.8974,5545074.9092,241.5684
Area0196,Pomierzony,05/28/2015 10:19:34,7421926.8314,5545073.6745,241.5718
Area0197,Pomierzony,05/28/2015 10:19:35,7421926.7045,5545072.3393,241.5522
Area0198,Pomierzony,05/28/2015 10:19:36,7421926.6364,5545071.1010,241.5548
Area0199,Pomierzony,05/28/2015 10:19:37,7421926.5218,5545069.7718,241.5403
Area0200,Pomierzony,05/28/2015 10:19:38,7421926.4125,5545068.5376,241.5882
Area0201,Pomierzony,05/28/2015 10:19:39,7421926.3174,5545067.2016,241.5930
Area0202,Pomierzony,05/28/2015 10:19:40,7421926.2285,5545065.9620,241.6359
Area0203,Pomierzony,05/28/2015 10:19:41,7421926.0019,5545064.6386,241.5669
Area0204,Pomierzony,05/28/2015 10:19:42,7421925.8423,5545063.4569,241.5818
Area0205,Pomierzony,05/28/2015 10:19:43,7421925.4983,5545062.3073,241.5887
Area0206,Pomierzony,05/28/2015 10:19:44,7421925.1724,5545061.2018,241.5848
Area0207,Pomierzony,05/28/2015 10:19:45,7421924.7710,5545060.1169,241.5735
Area0208,Pomierzony,05/28/2015 10:19:46,7421924.3190,5545059.0803,241.5771
Area0209,Pomierzony,05/28/2015 10:19:47,7421923.8590,5545058.0658,241.5742
Area0210,Pomierzony,05/28/2015 10:19:48,7421923.4453,5545056.9630,241.5677
Area0211,Pomierzony,05/28/2015 10:19:49,7421923.0440,5545055.9124,241.5715
Area0212,Pomierzony,05/28/2015 10:19:50,7421922.6281,5545054.7750,241.5757
Area0213,Pomierzony,05/28/2015 10:19:51,7421922.2408,5545053.6849,241.5784
Area0214,Pomierzony,05/28/2015 10:19:52,7421921.8027,5545052.5253,241.5698
Area0215,Pomierzony,05/28/2015 10:19:53,7421921.3985,5545051.4206,241.5686
Area0216,Pomierzony,05/28/2015 10:19:54,7421921.0563,5545050.2605,241.5486
Area0217,Pomierzony,05/28/2015 10:19:55,7421920.6824,5545049.1390,241.5504
Area0218,Pomierzony,05/28/2015 10:19:56,7421920.3299,5545047.9620,241.5645
Area0219,Pomierzony,05/28/2015 10:19:57,7421919.9880,5545046.8534,241.5732
Area0220,Pomierzony,05/28/2015 10:19:58,7421919.6943,5545045.6720,241.5633
Area0221,Pomierzony,05/28/2015 10:19:59,7421919.3673,5545044.5293,241.5719
Area0222,Pomierzony,05/28/2015 10:20:00,7421919.1269,5545043.3322,241.5640
Area0223,Pomierzony,05/28/2015 10:20:01,7421918.8305,5545042.1601,241.5675
Area0224,Pomierzony,05/28/2015 10:20:02,7421918.7128,5545040.9406,241.5434
Area0225,Pomierzony,05/28/2015 10:20:03,7421918.5104,5545039.7652,241.5393
Area0226,Pomierzony,05/28/2015 10:20:04,7421918.4532,5545038.5392,241.5260
Area0227,Pomierzony,05/28/2015 10:20:05,7421918.3109,5545037.3569,241.5238
Area0228,Pomierzony,05/28/2015 10:20:06,7421918.2969,5545036.1336,241.5023
Area0229,Pomierzony,05/28/2015 10:20:07,7421918.2109,5545034.9409,241.4897
Area0230,Pomierzony,05/28/2015 10:20:08,7421918.2674,5545033.7113,241.4650
Area0231,Pomierzony,05/28/2015 10:20:09,7421918.3153,5545032.5631,241.5501
Area0232,Pomierzony,05/28/2015 10:20:10,7421918.3967,5545031.3322,241.5861
Area0233,Pomierzony,05/28/2015 10:20:11,7421918.5160,5545030.1980,241.5950
Area0234,Pomierzony,05/28/2015 10:20:12,7421918.6188,5545029.0406,241.6122
Area0235,Pomierzony,05/28/2015 10:20:13,7421918.7203,5545027.9596,241.5829
Area0236,Pomierzony,05/28/2015 10:20:14,7421918.8216,5545026.9265,241.5891
Area0237,Pomierzony,05/28/2015 10:20:15,7421918.9286,5545025.8525,241.5987
Area0238,Pomierzony,05/28/2015 10:20:16,7421918.9442,5545024.8333,241.5922
Area0239,Pomierzony,05/28/2015 10:20:17,7421918.9625,5545023.8227,241.5943
Area0240,Pomierzony,05/28/2015 10:20:18,7421918.9971,5545022.7234,241.5747
Area0241,Pomierzony,05/28/2015 10:20:19,7421919.0014,5545021.6522,241.5633
Area0242,Pomierzony,05/28/2015 10:20:20,7421919.0083,5545020.4777,241.5873
Area0243,Pomierzony,05/28/2015 10:20:21,7421918.9923,5545019.3747,241.6075
Area0244,Pomierzony,05/28/2015 10:20:22,7421918.8542,5545018.1582,241.5948
Area0245,Pomierzony,05/28/2015 10:20:23,7421918.7765,5545016.9819,241.5949
Area0246,Pomierzony,05/28/2015 10:20:24,7421918.5605,5545015.7833,241.6001
Area0247,Pomierzony,05/28/2015 10:20:25,7421918.3957,5545014.6282,241.6252
Area0248,Pomierzony,05/28/2015 10:20:26,7421918.0589,5545013.4528,241.6123
Area0249,Pomierzony,05/28/2015 10:20:27,7421917.7960,5545012.3647,241.6513
Area0250,Pomierzony,05/28/2015 10:20:28,7421917.3521,5545011.2848,241.6298
Area0251,Pomierzony,05/28/2015 10:20:29,7421916.9889,5545010.1793,241.6311
Area0252,Pomierzony,05/28/2015 10:20:30,7421916.5422,5545009.0544,241.6209
Area0253,Pomierzony,05/28/2015 10:20:31,7421916.1263,5545007.9541,241.6236
Area0254,Pomierzony,05/28/2015 10:20:32,7421915.6550,5545006.8347,241.6093
Area0255,Pomierzony,05/28/2015 10:20:33,7421915.2541,5545005.6932,241.6261
Area0256,Pomierzony,05/28/2015 10:20:34,7421914.8558,5545004.5104,241.5926
Area0257,Pomierzony,05/28/2015 10:20:35,7421914.5327,5545003.3239,241.6331
Area0258,Pomierzony,05/28/2015 10:20:36,7421914.2831,5545002.0787,241.6299
Area0259,Pomierzony,05/28/2015 10:20:37,7421914.0216,5545000.8494,241.5574
Area0260,Pomierzony,05/28/2015 10:20:38,7421913.9267,5544999.5811,241.5423
Area0261,Pomierzony,05/28/2015 10:20:39,7421913.7858,5544998.3620,241.5551
Area0262,Pomierzony,05/28/2015 10:20:40,7421913.8217,5544997.0074,241.6027
Area0263,Pomierzony,05/28/2015 10:20:41,7421913.7602,5544995.7330,241.6225
Area0264,Pomierzony,05/28/2015 10:20:42,7421913.7158,5544994.4525,241.5570
Area0265,Pomierzony,05/28/2015 10:20:43,7421913.7296,5544993.1280,241.5919
Area0266,Pomierzony,05/28/2015 10:20:44,7421913.6412,5544991.7896,241.5954
Area0267,Pomierzony,05/28/2015 10:20:45,7421913.5354,5544990.4672,241.5800
Area0268,Pomierzony,05/28/2015 10:20:46,7421913.3463,5544989.1540,241.6047
Area0269,Pomierzony,05/28/2015 10:20:47,7421913.1106,5544987.8970,241.6042
Area0270,Pomierzony,05/28/2015 10:20:48,7421912.7695,5544986.6552,241.6095
Area0271,Pomierzony,05/28/2015 10:20:49,7421912.4123,5544985.4634,241.5956
Area0272,Pomierzony,05/28/2015 10:20:50,7421911.9655,5544984.3061,241.6111
Area0273,Pomierzony,05/28/2015 10:20:51,7421911.4971,5544983.1841,241.6136
Area0274,Pomierzony,05/28/2015 10:20:52,7421911.0161,5544982.0348,241.6199
Area0275,Pomierzony,05/28/2015 10:20:53,7421910.5252,5544980.9022,241.6138
Area0276,Pomierzony,05/28/2015 10:20:54,7421910.0486,5544979.7321,241.6331
Area0277,Pomierzony,05/28/2015 10:20:55,7421909.5424,5544978.5847,241.6159
Area0278,Pomierzony,05/28/2015 10:20:56,7421909.0282,5544977.4133,241.6391
Area0279,Pomierzony,05/28/2015 10:20:57,7421908.5746,5544976.2553,241.6334
Area0280,Pomierzony,05/28/2015 10:20:58,7421908.0560,5544975.0919,241.6418
Area0281,Pomierzony,05/28/2015 10:20:59,7421907.6464,5544973.9447,241.6398
Area0282,Pomierzony,05/28/2015 10:21:00,7421907.0912,5544972.7769,241.6423
Area0283,Pomierzony,05/28/2015 10:21:01,7421906.7447,5544971.5995,241.6643
Area0284,Pomierzony,05/28/2015 10:21:02,7421906.2597,5544970.3912,241.6694
Area0285,Pomierzony,05/28/2015 10:21:03,7421905.9349,5544969.1755,241.6852
Area0286,Pomierzony,05/28/2015 10:21:04,7421905.5673,5544967.9697,241.6985
Area0287,Pomierzony,05/28/2015 10:21:05,7421905.3719,5544966.7339,241.7044
Area0288,Pomierzony,05/28/2015 10:21:06,7421905.1323,5544965.5025,241.7178
Area0289,Pomierzony,05/28/2015 10:21:07,7421905.1368,5544964.2309,241.7283
Area0290,Pomierzony,05/28/2015 10:21:08,7421905.1369,5544962.9950,241.7367
Area0291,Pomierzony,05/28/2015 10:21:09,7421905.2184,5544961.7431,241.7693
Area0292,Pomierzony,05/28/2015 10:21:10,7421905.4429,5544960.5394,241.7727
Area0293,Pomierzony,05/28/2015 10:21:11,7421905.6237,5544959.3591,241.7949
Area0294,Pomierzony,05/28/2015 10:21:12,7421905.9951,5544958.1497,241.8078
Area0295,Pomierzony,05/28/2015 10:21:13,7421906.3513,5544956.9979,241.8194
Area0296,Pomierzony,05/28/2015 10:21:14,7421906.7497,5544955.8058,241.8577
Area0297,Pomierzony,05/28/2015 10:21:15,7421907.3024,5544954.6681,241.8646
Area0298,Pomierzony,05/28/2015 10:21:16,7421907.7311,5544953.5276,241.9024
Area0299,Pomierzony,05/28/2015 10:21:17,7421908.2461,5544952.3451,241.9235
Area0300,Pomierzony,05/28/2015 10:21:18,7421908.6809,5544951.2121,241.9627
Area0301,Pomierzony,05/28/2015 10:21:19,7421909.1580,5544950.0693,241.9876
Area0302,Pomierzony,05/28/2015 10:21:20,7421909.4005,5544948.9470,242.0364
Area0303,Pomierzony,05/28/2015 10:21:21,7421909.6526,5544947.8406,242.0791
Area0304,Pomierzony,05/28/2015 10:21:22,7421909.6642,5544946.8045,242.1037
Area0305,Pomierzony,05/28/2015 10:21:23,7421909.6676,5544945.8003,242.1490
Area0306,Pomierzony,05/28/2015 10:21:24,7421909.4856,5544944.8660,242.1881
Area0307,Pomierzony,05/28/2015 10:21:25,7421909.3930,5544943.8974,242.2263
Area0308,Pomierzony,05/28/2015 10:21:26,7421909.1951,5544942.9288,242.2861
Area0309,Pomierzony,05/28/2015 10:21:27,7421909.0973,5544941.9198,242.3441
Area0310,Pomierzony,05/28/2015 10:21:28,7421908.9738,5544940.9330,242.3748
Area0311,Pomierzony,05/28/2015 10:21:29,7421908.9131,5544939.8883,242.4240
Area0312,Pomierzony,05/28/2015 10:21:30,7421908.8075,5544938.9012,242.4748
Area0313,Pomierzony,05/28/2015 10:21:31,7421908.6806,5544937.8551,242.5188
Area0314,Pomierzony,05/28/2015 10:21:32,7421908.6259,5544936.8715,242.5432
Area0315,Pomierzony,05/28/2015 10:21:33,7421908.6551,5544935.8487,242.6176
Area0316,Pomierzony,05/28/2015 10:21:34,7421908.6955,5544934.9059,242.6657
