UpperLimit,LowerLimit,DepthValid,Depth,WaterTempValid,WaterTemp,Temp2Valid,Temp2,Temp3Valid,Temp3,WaterSpeedValid,WaterSpeed,PositionValid,PositionX,PositionY,SurfaceDepth,SurfaceValid,TopOfBottomDepth,TopOfBottomValid,ColumnIs50kHz,TimeValid,TimeOffset[ms],SpeedTrackValid,Speed,Track,AltitudeValid,Altitude
0.000000,151.788254,F,60.000000,T,15.610000,F,0.000000,F,0.000000,F,0.000000,T,2209087,6431162,F,0.000000,F,0.000000,F,T,55570,T,2.390929,5.494500,T,666.507141
0.000000,151.788254,F,60.000000,T,15.600000,F,0.000000,F,0.000000,F,0.000000,T,2209087,6431162,F,0.000000,F,0.000000,F,T,55965,T,2.390929,5.494500,T,666.141541
0.000000,151.788254,F,60.000000,F,0.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,F,0.000000,F,0.000000,F,T,56365,F,0.000000,0.000000,F,0.000000
0.000000,151.788254,F,60.000000,F,0.000000,F,0.000000,F,0.000000,F,0.000000,T,2209085,6431163,F,0.000000,F,0.000000,F,T,56770,T,2.254859,5.477200,T,665.820190
0.000000,151.788254,F,13.660000,T,15.600000,F,0.000000,F,0.000000,F,0.000000,F,0,0,F,0.000000,F,0.000000,F,T,57170,F,0.000000,0.000000,F,0.000000
0.000000,151.788254,T,14.010000,T,15.640000,F,0.000000,F,0.000000,F,0.000000,T,2209084,6431165,T,9.328653,T,10.198274,F,T,57570,T,2.293736,5.511100,T,665.820190
0.000000,151.788254,T,14.170000,T,15.630000,F,0.000000,F,0.000000,F,0.000000,T,2209084,6431165,T,6.798849,T,10.988837,F,T,57970,T,2.293736,5.511100,T,665.487793
0.000000,151.788254,T,14.309999,T,15.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,7.826582,T,11.621288,F,T,58375,F,0.000000,0.000000,F,0.000000
0.000000,151.788254,T,14.480000,T,15.630000,F,0.000000,F,0.000000,F,0.000000,T,2209083,6431166,T,5.454890,T,12.253739,F,T,58770,T,2.371490,5.452900,T,665.123413
0.000000,151.788254,T,14.740000,T,15.650000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,9.802992,T,12.807134,F,T,59175,F,0.000000,0.000000,F,0.000000
