nr,tryb,czas,Y,X,H
Auto0025,Pomierzony,2016-06-05 08:51:52,7422044.2426,5545181.7854,238.5676
Auto0026,Pomierzony,2016-06-05 08:51:53,7422043.2148,5545182.2902,238.5561
Auto0027,Pomierzony,2016-06-05 08:51:54,7422042.2983,5545182.8920,238.5819
Auto0028,Pomierzony,2016-06-05 08:51:55,7422041.3015,5545183.5016,238.5538
Auto0029,Pomierzony,2016-06-05 08:51:56,7422040.4030,5545184.1533,238.5619
Auto0030,Pomierzony,2016-06-05 08:51:57,7422039.4579,5545184.9222,238.5812
Auto0031,Pomierzony,2016-06-05 08:51:58,7422038.5817,5545185.6507,238.5952
Auto0032,Pomierzony,2016-06-05 08:51:59,7422037.7268,5545186.5218,238.5415
Auto0033,Pomierzony,2016-06-05 08:52:00,7422036.9266,5545187.4048,238.5926
Auto0034,Pomierzony,2016-06-05 08:52:01,7422036.1799,5545188.3111,238.6022
Auto0035,Pomierzony,2016-06-05 08:52:02,7422035.5728,5545189.3380,238.5652
Auto0036,Pomierzony,2016-06-05 08:52:03,7422034.9960,5545190.3110,238.5860
Auto0037,Pomierzony,2016-06-05 08:52:04,7422034.3851,5545191.3842,238.5826
Auto0038,Pomierzony,2016-06-05 08:52:05,7422033.8561,5545192.3844,238.6056
Auto0039,Pomierzony,2016-06-05 08:52:06,7422033.3812,5545193.5326,238.5650
Auto0040,Pomierzony,2016-06-05 08:52:07,7422033.0476,5545194.6209,238.5639
Auto0041,Pomierzony,2016-06-05 08:52:08,7422032.7479,5545195.8106,238.5471
Auto0042,Pomierzony,2016-06-05 08:52:09,7422032.5559,5545196.9647,238.5605
Auto0043,Pomierzony,2016-06-05 08:52:10,7422032.2859,5545198.1296,238.5789
Auto0044,Pomierzony,2016-06-05 08:52:11,7422032.0985,5545199.3029,238.6003
Auto0045,Pomierzony,2016-06-05 08:52:12,7422031.9121,5545200.4534,238.5621
Auto0046,Pomierzony,2016-06-05 08:52:13,7422031.8652,5545201.6755,238.5905
Auto0047,Pomierzony,2016-06-05 08:52:14,7422031.7913,5545202.8109,238.5815
Auto0048,Pomierzony,2016-06-05 08:52:15,7422031.7072,5545204.0348,238.5758
Auto0049,Pomierzony,2016-06-05 08:52:16,7422031.6607,5545205.1642,238.5947
Auto0050,Pomierzony,2016-06-05 08:52:17,7422031.7116,5545206.3795,238.5535
Auto0051,Pomierzony,2016-06-05 08:52:18,7422031.8056,5545207.5219,238.5759
Auto0052,Pomierzony,2016-06-05 08:52:19,7422031.8286,5545208.7252,238.5607
Auto0053,Pomierzony,2016-06-05 08:52:20,7422031.8920,5545209.8749,238.5613
Auto0054,Pomierzony,2016-06-05 08:52:21,7422031.9337,5545211.0663,238.5607
Auto0055,Pomierzony,2016-06-05 08:52:22,7422032.0771,5545212.2710,238.5852
Auto0056,Pomierzony,2016-06-05 08:52:23,7422032.1785,5545213.4261,238.5890
Auto0057,Pomierzony,2016-06-05 08:52:24,7422032.3982,5545214.6848,238.5605
Auto0058,Pomierzony,2016-06-05 08:52:25,7422032.5935,5545215.8413,238.5786
Auto0059,Pomierzony,2016-06-05 08:52:26,7422032.7498,5545217.0971,238.5474
Auto0060,Pomierzony,2016-06-05 08:52:27,7422032.9449,5545218.2738,238.5797
Auto0061,Pomierzony,2016-06-05 08:52:28,7422033.0089,5545219.4935,238.5656
Auto0062,Pomierzony,2016-06-05 08:52:29,7422033.1234,5545220.6854,238.5767
Auto0063,Pomierzony,2016-06-05 08:52:30,7422033.1500,5545221.8424,238.5684
Auto0064,Pomierzony,2016-06-05 08:52:31,7422033.1673,5545223.0655,238.5879
Auto0065,Pomierzony,2016-06-05 08:52:32,7422033.1812,5545224.1883,238.5816
Auto0066,Pomierzony,2016-06-05 08:52:33,7422033.1389,5545225.4129,238.5948
Auto0067,Pomierzony,2016-06-05 08:52:34,7422033.1322,5545226.5306,238.5870
Auto0068,Pomierzony,2016-06-05 08:52:35,7422033.0179,5545227.7111,238.5713
Auto0069,Pomierzony,2016-06-05 08:52:36,7422032.9717,5545228.8686,238.5731
Auto0070,Pomierzony,2016-06-05 08:52:37,7422032.8110,5545229.9969,238.5735
Auto0071,Pomierzony,2016-06-05 08:52:38,7422032.6891,5545231.1790,238.5981
Auto0072,Pomierzony,2016-06-05 08:52:39,7422032.5658,5545232.2787,238.5784
Auto0073,Pomierzony,2016-06-05 08:52:40,7422032.3762,5545233.4547,238.5878
Auto0074,Pomierzony,2016-06-05 08:52:41,7422032.2622,5545234.5638,238.5783
Auto0075,Pomierzony,2016-06-05 08:52:42,7422032.0559,5545235.7182,238.5724
Auto0076,Pomierzony,2016-06-05 08:52:43,7422031.9197,5545236.8623,238.5743
Auto0077,Pomierzony,2016-06-05 08:52:44,7422031.8025,5545238.0187,238.5780
Auto0078,Pomierzony,2016-06-05 08:52:45,7422031.7069,5545239.2202,238.5613
Auto0079,Pomierzony,2016-06-05 08:52:46,7422031.5913,5545240.3603,238.5897
Auto0080,Pomierzony,2016-06-05 08:52:47,7422031.4193,5545241.5860,238.5916
Auto0081,Pomierzony,2016-06-05 08:52:48,7422031.3215,5545242.7220,238.5899
Auto0082,Pomierzony,2016-06-05 08:52:49,7422031.2096,5545243.9090,238.5858
Auto0083,Pomierzony,2016-06-05 08:52:50,7422031.1744,5545245.0350,238.6073
Auto0084,Pomierzony,2016-06-05 08:52:51,7422031.2102,5545246.1898,238.5765
Auto0085,Pomierzony,2016-06-05 08:52:52,7422031.2876,5545247.3816,238.5924
Auto0086,Pomierzony,2016-06-05 08:52:53,7422031.4917,5545248.5365,238.5766
Auto0087,Pomierzony,2016-06-05 08:52:54,7422031.6553,5545249.8160,238.5934
Auto0088,Pomierzony,2016-06-05 08:52:55,7422031.8808,5545250.9982,238.5923
Auto0089,Pomierzony,2016-06-05 08:52:56,7422032.1812,5545252.2385,238.6091
Auto0090,Pomierzony,2016-06-05 08:52:57,7422032.3290,5545253.4426,238.6102
Auto0091,Pomierzony,2016-06-05 08:52:58,7422032.5295,5545254.6602,238.5878
Auto0092,Pomierzony,2016-06-05 08:52:59,7422032.4078,5545255.8397,238.5836
Auto0093,Pomierzony,2016-06-05 08:53:00,7422032.3552,5545257.0025,238.6038
Auto0094,Pomierzony,2016-06-05 08:53:01,7422032.1333,5545258.1651,238.5730
Auto0095,Pomierzony,2016-06-05 08:53:02,7422031.8707,5545259.2894,238.6137
Auto0096,Pomierzony,2016-06-05 08:53:03,7422031.5906,5545260.3758,238.6006
Auto0097,Pomierzony,2016-06-05 08:53:04,7422031.2197,5545261.4849,238.5990
Auto0098,Pomierzony,2016-06-05 08:53:05,7422030.9376,5545262.5393,238.5845
Auto0099,Pomierzony,2016-06-05 08:53:06,7422030.6476,5545263.7371,238.5534
Auto0100,Pomierzony,2016-06-05 08:53:07,7422030.4267,5545264.8652,238.6066
Auto0101,Pomierzony,2016-06-05 08:53:08,7422030.2094,5545266.0858,238.5669
Auto0102,Pomierzony,2016-06-05 08:53:09,7422029.9899,5545267.2507,238.6239
Auto0103,Pomierzony,2016-06-05 08:53:10,7422029.7400,5545268.4083,238.5832
Auto0104,Pomierzony,2016-06-05 08:53:11,7422029.4265,5545269.5786,238.5786
Auto0105,Pomierzony,2016-06-05 08:53:12,7422029.1739,5545270.6927,238.5618
Auto0106,Pomierzony,2016-06-05 08:53:13,7422028.8872,5545271.8734,238.5902
Auto0107,Pomierzony,2016-06-05 08:53:14,7422028.6758,5545272.9789,238.5814
Auto0108,Pomierzony,2016-06-05 08:53:15,7422028.4956,5545274.2191,238.5884
Auto0109,Pomierzony,2016-06-05 08:53:16,7422028.3371,5545275.3605,238.5720
Auto0110,Pomierzony,2016-06-05 08:53:17,7422028.1812,5545276.6208,238.5630
Auto0111,Pomierzony,2016-06-05 08:53:18,7422028.1115,5545277.8353,238.6088
Auto0112,Pomierzony,2016-06-05 08:53:19,7422027.8939,5545279.0621,238.5624
Auto0113,Pomierzony,2016-06-05 08:53:20,7422027.8341,5545280.3252,238.6038
Auto0114,Pomierzony,2016-06-05 08:53:21,7422027.6353,5545281.5242,238.5968
Auto0115,Pomierzony,2016-06-05 08:53:22,7422027.4459,5545282.7353,238.5782
Auto0116,Pomierzony,2016-06-05 08:53:23,7422027.2287,5545283.9327,238.5943
Auto0117,Pomierzony,2016-06-05 08:53:24,7422027.1761,5545285.1599,238.5891
Auto0118,Pomierzony,2016-06-05 08:53:25,7422027.2320,5545286.3588,238.5670
Auto0119,Pomierzony,2016-06-05 08:53:26,7422027.1217,5545287.6102,238.6011
Auto0120,Pomierzony,2016-06-05 08:53:27,7422027.1936,5545288.7996,238.5758
Auto0121,Pomierzony,2016-06-05 08:53:28,7422027.1599,5545290.0564,238.5815
Auto0122,Pomierzony,2016-06-05 08:53:29,7422027.4086,5545291.2710,238.5783
Auto0123,Pomierzony,2016-06-05 08:53:30,7422027.5082,5545292.4915,238.5878
Auto0124,Pomierzony,2016-06-05 08:53:31,7422027.7615,5545293.7457,238.5473
Auto0125,Pomierzony,2016-06-05 08:53:32,7422028.0275,5545294.9330,238.6016
Auto0126,Pomierzony,2016-06-05 08:53:33,7422028.3887,5545296.1952,238.5631
Auto0127,Pomierzony,2016-06-05 08:53:34,7422028.7089,5545297.3604,238.5817
Auto0128,Pomierzony,2016-06-05 08:53:35,7422029.0462,5545298.6442,238.5549
Auto0129,Pomierzony,2016-06-05 08:53:36,7422029.3654,5545299.8420,238.5802
Auto0130,Pomierzony,2016-06-05 08:53:37,7422029.6446,5545301.1080,238.5638
Auto0131,Pomierzony,2016-06-05 08:53:38,7422029.9046,5545302.3488,238.5906
Auto0132,Pomierzony,2016-06-05 08:53:39,7422030.1221,5545303.5800,238.6150
Auto0133,Pomierzony,2016-06-05 08:53:40,7422030.0950,5545304.8140,238.6096
Auto0134,Pomierzony,2016-06-05 08:53:41,7422030.0829,5545305.9639,238.5965
Auto0135,Pomierzony,2016-06-05 08:53:42,7422029.8228,5545307.1419,238.5868
Auto0136,Pomierzony,2016-06-05 08:53:43,7422029.5051,5545308.2228,238.6010
Auto0137,Pomierzony,2016-06-05 08:53:44,7422029.2167,5545309.4167,238.6041
Auto0138,Pomierzony,2016-06-05 08:53:45,7422028.7649,5545310.5316,238.6021
Auto0139,Pomierzony,2016-06-05 08:53:46,7422028.3693,5545311.6236,238.6124
Auto0140,Pomierzony,2016-06-05 08:53:47,7422027.8149,5545312.6676,238.6135
Auto0141,Pomierzony,2016-06-05 08:53:48,7422027.2891,5545313.6352,238.6307
Auto0142,Pomierzony,2016-06-05 08:53:49,7422026.7334,5545314.5777,238.6210
Auto0143,Pomierzony,2016-06-05 08:53:50,7422026.0603,5545315.4635,238.6206
Auto0144,Pomierzony,2016-06-05 08:53:51,7422025.4595,5545316.3154,238.6441
Auto0145,Pomierzony,2016-06-05 08:53:52,7422024.6787,5545317.0431,238.5941
Auto0146,Pomierzony,2016-06-05 08:53:53,7422023.8921,5545317.7667,238.6212
Auto0147,Pomierzony,2016-06-05 08:53:54,7422023.0874,5545318.4255,238.6027
Auto0148,Pomierzony,2016-06-05 08:53:55,7422022.1883,5545319.0620,238.6162
Auto0149,Pomierzony,2016-06-05 08:53:56,7422021.3703,5545319.6551,238.6129
Auto0150,Pomierzony,2016-06-05 08:53:57,7422020.4305,5545320.1744,238.6042
Auto0151,Pomierzony,2016-06-05 08:53:58,7422019.5477,5545320.7078,238.6051
Auto0152,Pomierzony,2016-06-05 08:53:59,7422018.6375,5545321.1377,238.6202
Auto0153,Pomierzony,2016-06-05 08:54:00,7422017.6625,5545321.5582,238.6159
Auto0154,Pomierzony,2016-06-05 08:54:01,7422016.7562,5545321.9526,238.6098
Auto0155,Pomierzony,2016-06-05 08:54:02,7422015.7432,5545322.2784,238.6049
Auto0156,Pomierzony,2016-06-05 08:54:03,7422014.7993,5545322.6196,238.6130
Auto0157,Pomierzony,2016-06-05 08:54:04,7422013.8147,5545322.8686,238.5966
Auto0158,Pomierzony,2016-06-05 08:54:05,7422012.7831,5545323.1262,238.6052
Auto0159,Pomierzony,2016-06-05 08:54:06,7422011.8108,5545323.3227,238.6275
Auto0160,Pomierzony,2016-06-05 08:54:07,7422010.7411,5545323.4637,238.5821
Auto0161,Pomierzony,2016-06-05 08:54:08,7422009.7343,5545323.6461,238.6153
Auto0162,Pomierzony,2016-06-05 08:54:09,7422008.6559,5545323.6938,238.5753
Auto0163,Pomierzony,2016-06-05 08:54:10,7422007.5861,5545323.8452,238.6045
Auto0164,Pomierzony,2016-06-05 08:54:11,7422006.5457,5545323.9088,238.5945
Auto0165,Pomierzony,2016-06-05 08:54:12,7422005.4324,5545323.9936,238.5483
Auto0166,Pomierzony,2016-06-05 08:54:13,7422004.3912,5545324.0911,238.5895
Auto0167,Pomierzony,2016-06-05 08:54:14,7422003.2872,5545324.0829,238.5588
Auto0168,Pomierzony,2016-06-05 08:54:15,7422002.2062,5545324.1410,238.5618
Auto0169,Pomierzony,2016-06-05 08:54:16,7422001.1722,5545324.1276,238.5554
Auto0170,Pomierzony,2016-06-05 08:54:17,7422000.0465,5545324.2468,238.5704
Auto0171,Pomierzony,2016-06-05 08:54:18,7421999.0011,5545324.2661,238.5837
Auto0172,Pomierzony,2016-06-05 08:54:19,7421997.9517,5545324.0844,238.6113
Auto0173,Pomierzony,2016-06-05 08:54:20,7421996.8994,5545323.9465,238.6004
Auto0174,Pomierzony,2016-06-05 08:54:21,7421995.9825,5545323.5284,238.6278
Auto0175,Pomierzony,2016-06-05 08:54:22,7421994.9788,5545323.1909,238.6025
Auto0176,Pomierzony,2016-06-05 08:54:23,7421994.0784,5545322.6388,238.6258
Auto0177,Pomierzony,2016-06-05 08:54:24,7421993.1553,5545322.1278,238.6259
Auto0178,Pomierzony,2016-06-05 08:54:25,7421992.2799,5545321.5365,238.6170
Auto0179,Pomierzony,2016-06-05 08:54:26,7421991.4047,5545320.9024,238.5981
Auto0180,Pomierzony,2016-06-05 08:54:27,7421990.5485,5545320.3134,238.6012
Auto0181,Pomierzony,2016-06-05 08:54:28,7421989.6566,5545319.6412,238.5797
Auto0182,Pomierzony,2016-06-05 08:54:29,7421988.7752,5545319.0992,238.6116
Auto0183,Pomierzony,2016-06-05 08:54:30,7421987.8253,5545318.6016,238.5643
Auto0184,Pomierzony,2016-06-05 08:54:31,7421986.8712,5545318.1927,238.6133
Auto0185,Pomierzony,2016-06-05 08:54:32,7421985.8602,5545317.8955,238.5966
Auto0186,Pomierzony,2016-06-05 08:54:33,7421984.8546,5545317.5875,238.6079
Auto0187,Pomierzony,2016-06-05 08:54:34,7421983.8182,5545317.4280,238.5988
Auto0188,Pomierzony,2016-06-05 08:54:35,7421982.7818,5545317.2035,238.6088
Auto0189,Pomierzony,2016-06-05 08:54:36,7421981.7238,5545317.1251,238.5952
Auto0190,Pomierzony,2016-06-05 08:54:37,7421980.6597,5545316.9472,238.5921
Auto0191,Pomierzony,2016-06-05 08:54:38,7421979.5800,5545316.8852,238.5942
Auto0192,Pomierzony,2016-06-05 08:54:39,7421978.4848,5545316.7309,238.5917
Auto0193,Pomierzony,2016-06-05 08:54:40,7421977.3884,5545316.6591,238.6185
Auto0194,Pomierzony,2016-06-05 08:54:41,7421976.2712,5545316.4402,238.6086
Auto0195,Pomierzony,2016-06-05 08:54:42,7421975.1801,5545316.2716,238.5954
Auto0196,Pomierzony,2016-06-05 08:54:43,7421974.0795,5545315.9802,238.5831
Auto0197,Pomierzony,2016-06-05 08:54:44,7421973.0258,5545315.7320,238.6356
Auto0198,Pomierzony,2016-06-05 08:54:45,7421971.9254,5545315.3801,238.6064
Auto0199,Pomierzony,2016-06-05 08:54:46,7421970.9067,5545315.0118,238.6301
Auto0200,Pomierzony,2016-06-05 08:54:47,7421969.8192,5545314.5995,238.6217
Auto0201,Pomierzony,2016-06-05 08:54:48,7421968.8389,5545314.1255,238.5987
Auto0202,Pomierzony,2016-06-05 08:54:49,7421967.7907,5545313.6644,238.5674
Auto0203,Pomierzony,2016-06-05 08:54:50,7421966.8870,5545313.0533,238.5789
Auto0204,Pomierzony,2016-06-05 08:54:51,7421965.9335,5545312.4982,238.5816
Auto0205,Pomierzony,2016-06-05 08:54:52,7421965.0648,5545311.7965,238.6005
Auto0206,Pomierzony,2016-06-05 08:54:53,7421964.1652,5545311.1824,238.6224
Auto0207,Pomierzony,2016-06-05 08:54:54,7421963.3630,5545310.3733,238.6208
Auto0208,Pomierzony,2016-06-05 08:54:55,7421962.5763,5545309.6360,238.6196
Auto0209,Pomierzony,2016-06-05 08:54:56,7421961.7983,5545308.7927,238.6135
Auto0210,Pomierzony,2016-06-05 08:54:57,7421961.0754,5545307.9824,238.6203
Auto0211,Pomierzony,2016-06-05 08:54:58,7421960.3340,5545307.0972,238.6034
Auto0212,Pomierzony,2016-06-05 08:54:59,7421959.6889,5545306.1896,238.6289
Auto0213,Pomierzony,2016-06-05 08:55:00,7421958.9990,5545305.2960,238.5966
Auto0214,Pomierzony,2016-06-05 08:55:01,7421958.3859,5545304.3063,238.6048
Auto0215,Pomierzony,2016-06-05 08:55:02,7421957.7855,5545303.3906,238.6187
Auto0216,Pomierzony,2016-06-05 08:55:03,7421957.1936,5545302.3559,238.5821
Auto0217,Pomierzony,2016-06-05 08:55:04,7421956.6398,5545301.4196,238.5788
Auto0218,Pomierzony,2016-06-05 08:55:05,7421956.0307,5545300.3809,238.5386
Auto0219,Pomierzony,2016-06-05 08:55:06,7421955.4505,5545299.4465,238.5608
Auto0220,Pomierzony,2016-06-05 08:55:07,7421954.8208,5545298.4253,238.5820
Auto0221,Pomierzony,2016-06-05 08:55:08,7421954.1763,5545297.5062,238.6126
Auto0222,Pomierzony,2016-06-05 08:55:09,7421953.3752,5545296.6131,238.5498
Auto0223,Pomierzony,2016-06-05 08:55:10,7421952.5320,5545295.8323,238.6006
Auto0224,Pomierzony,2016-06-05 08:55:11,7421951.6651,5545295.0219,238.5692
Auto0225,Pomierzony,2016-06-05 08:55:12,7421950.7092,5545294.3313,238.6090
Auto0226,Pomierzony,2016-06-05 08:55:13,7421949.8370,5545293.5595,238.5915
Auto0227,Pomierzony,2016-06-05 08:55:14,7421948.9015,5545292.8189,238.5855
Auto0228,Pomierzony,2016-06-05 08:55:15,7421948.0395,5545292.0922,238.5871
Auto0229,Pomierzony,2016-06-05 08:55:16,7421947.1135,5545291.3624,238.6234
Auto0230,Pomierzony,2016-06-05 08:55:17,7421946.2626,5545290.6608,238.6078
Auto0231,Pomierzony,2016-06-05 08:55:18,7421945.3190,5545289.9423,238.6075
Auto0232,Pomierzony,2016-06-05 08:55:19,7421944.4446,5545289.2719,238.5886
Auto0233,Pomierzony,2016-06-05 08:55:20,7421943.4896,5545288.6475,238.5901
Auto0234,Pomierzony,2016-06-05 08:55:21,7421942.5890,5545288.0837,238.6129
Auto0235,Pomierzony,2016-06-05 08:55:22,7421941.6456,5545287.5268,238.5698
Auto0236,Pomierzony,2016-06-05 08:55:23,7421940.6975,5545287.0387,238.6090
Auto0237,Pomierzony,2016-06-05 08:55:24,7421939.7656,5545286.5074,238.6113
Auto0238,Pomierzony,2016-06-05 08:55:25,7421938.7220,5545286.0662,238.5917
Auto0239,Pomierzony,2016-06-05 08:55:26,7421937.8027,5545285.5322,238.5790
Auto0240,Pomierzony,2016-06-05 08:55:27,7421936.8154,5545284.9891,238.5589
Auto0241,Pomierzony,2016-06-05 08:55:28,7421935.9290,5545284.4042,238.5929
Auto0242,Pomierzony,2016-06-05 08:55:29,7421935.0845,5545283.7721,238.5841
Auto0243,Pomierzony,2016-06-05 08:55:30,7421934.2665,5545283.1377,238.5996
Auto0244,Pomierzony,2016-06-05 08:55:31,7421933.5433,5545282.4289,238.6009
Auto0245,Pomierzony,2016-06-05 08:55:32,7421932.8514,5545281.7459,238.5939
Auto0246,Pomierzony,2016-06-05 08:55:33,7421932.2527,5545280.9465,238.5903
Auto0247,Pomierzony,2016-06-05 08:55:34,7421931.6097,5545280.1959,238.5945
Auto0248,Pomierzony,2016-06-05 08:55:35,7421931.0215,5545279.3527,238.5835
Auto0249,Pomierzony,2016-06-05 08:55:36,7421930.3495,5545278.5682,238.5878
Auto0250,Pomierzony,2016-06-05 08:55:37,7421929.7991,5545277.6667,238.5865
Auto0251,Pomierzony,2016-06-05 08:55:38,7421929.2420,5545276.7888,238.5848
Auto0252,Pomierzony,2016-06-05 08:55:39,7421928.6577,5545275.8921,238.5746
Auto0253,Pomierzony,2016-06-05 08:55:40,7421928.1424,5545274.9929,238.6039
Auto0254,Pomierzony,2016-06-05 08:55:41,7421927.5514,5545274.1184,238.5757
Auto0255,Pomierzony,2016-06-05 08:55:42,7421927.0425,5545273.2164,238.5971
Auto0256,Pomierzony,2016-06-05 08:55:43,7421926.3502,5545272.4036,238.6073
Auto0257,Pomierzony,2016-06-05 08:55:44,7421925.6816,5545271.5774,238.6039
Auto0258,Pomierzony,2016-06-05 08:55:45,7421924.9921,5545270.7889,238.6069
Auto0259,Pomierzony,2016-06-05 08:55:46,7421924.3305,5545270.0217,238.6029
Auto0260,Pomierzony,2016-06-05 08:55:47,7421923.6155,5545269.2322,238.5841
Auto0261,Pomierzony,2016-06-05 08:55:48,7421922.9790,5545268.4405,238.6175
Auto0262,Pomierzony,2016-06-05 08:55:49,7421922.4155,5545267.5880,238.5902
Auto0263,Pomierzony,2016-06-05 08:55:50,7421922.0675,5545266.6747,238.6031
Auto0264,Pomierzony,2016-06-05 08:55:51,7421921.7188,5545265.7773,238.6162
Auto0265,Pomierzony,2016-06-05 08:55:52,7421921.6157,5545264.8645,238.6172
Auto0266,Pomierzony,2016-06-05 08:55:53,7421921.3601,5545263.8865,238.6020
Auto0267,Pomierzony,2016-06-05 08:55:54,7421921.3173,5545262.9513,238.6156
Auto0268,Pomierzony,2016-06-05 08:55:55,7421921.1760,5545261.9696,238.6157
Auto0269,Pomierzony,2016-06-05 08:55:56,7421921.1659,5545260.9797,238.5902
Auto0270,Pomierzony,2016-06-05 08:55:57,7421921.2013,5545260.0219,238.6086
Auto0271,Pomierzony,2016-06-05 08:55:58,7421921.2768,5545259.0649,238.5752
Auto0272,Pomierzony,2016-06-05 08:55:59,7421921.5080,5545258.1595,238.5734
Auto0273,Pomierzony,2016-06-05 08:56:00,7421921.6269,5545257.1788,238.5764
Auto0274,Pomierzony,2016-06-05 08:56:01,7421921.8598,5545256.2666,238.5820
Auto0275,Pomierzony,2016-06-05 08:56:02,7421921.9823,5545255.2976,238.5870
Auto0276,Pomierzony,2016-06-05 08:56:03,7421922.1509,5545254.2935,238.5943
Auto0277,Pomierzony,2016-06-05 08:56:04,7421922.4843,5545253.3879,238.5971
Auto0278,Pomierzony,2016-06-05 08:56:05,7421922.7768,5545252.4124,238.5969
Auto0279,Pomierzony,2016-06-05 08:56:06,7421923.1301,5545251.5264,238.5747
Auto0280,Pomierzony,2016-06-05 08:56:07,7421923.5546,5545250.6622,238.5879
Auto0281,Pomierzony,2016-06-05 08:56:08,7421924.0066,5545249.8037,238.6091
Auto0282,Pomierzony,2016-06-05 08:56:09,7421924.4667,5545248.9924,238.5878
Auto0283,Pomierzony,2016-06-05 08:56:10,7421925.1497,5545248.2814,238.5751
Auto0284,Pomierzony,2016-06-05 08:56:11,7421925.7546,5545247.5819,238.5828
Auto0285,Pomierzony,2016-06-05 08:56:12,7421926.5660,5545246.9620,238.5763
Auto0286,Pomierzony,2016-06-05 08:56:13,7421927.2924,5545246.3351,238.5847
Auto0287,Pomierzony,2016-06-05 08:56:14,7421928.1880,5545245.7458,238.5512
Auto0288,Pomierzony,2016-06-05 08:56:15,7421929.0229,5545245.1874,238.5788
Auto0289,Pomierzony,2016-06-05 08:56:16,7421929.9692,5545244.5623,238.5443
Auto0290,Pomierzony,2016-06-05 08:56:17,7421930.8392,5545243.8775,238.5744
Auto0291,Pomierzony,2016-06-05 08:56:18,7421931.8121,5545243.2213,238.5687
Auto0292,Pomierzony,2016-06-05 08:56:19,7421932.7265,5545242.4405,238.5791
Auto0293,Pomierzony,2016-06-05 08:56:20,7421933.7398,5545241.8265,238.5655
Auto0294,Pomierzony,2016-06-05 08:56:21,7421934.6616,5545241.0077,238.5790
Auto0295,Pomierzony,2016-06-05 08:56:22,7421935.6683,5545240.3502,238.6013
Auto0296,Pomierzony,2016-06-05 08:56:23,7421936.6085,5545239.4854,238.5691
Auto0297,Pomierzony,2016-06-05 08:56:24,7421937.5546,5545238.7665,238.5880
Auto0298,Pomierzony,2016-06-05 08:56:25,7421938.5568,5545237.9369,238.5678
Auto0299,Pomierzony,2016-06-05 08:56:26,7421939.4901,5545237.2209,238.5991
Auto0300,Pomierzony,2016-06-05 08:56:27,7421940.5245,5545236.4351,238.5470
Auto0301,Pomierzony,2016-06-05 08:56:28,7421941.4603,5545235.6970,238.5884
Auto0302,Pomierzony,2016-06-05 08:56:29,7421942.5037,5545234.9834,238.5804
Auto0303,Pomierzony,2016-06-05 08:56:30,7421943.4798,5545234.2808,238.5650
Auto0304,Pomierzony,2016-06-05 08:56:31,7421944.5235,5545233.6851,238.5499
Auto0305,Pomierzony,2016-06-05 08:56:32,7421945.5626,5545233.0909,238.5868
Auto0306,Pomierzony,2016-06-05 08:56:33,7421946.5593,5545232.5757,238.5244
Auto0307,Pomierzony,2016-06-05 08:56:34,7421947.6976,5545232.1417,238.5393
Auto0308,Pomierzony,2016-06-05 08:56:35,7421948.7786,5545231.8021,238.5916
Auto0309,Pomierzony,2016-06-05 08:56:36,7421949.9892,5545231.5048,238.5579
Auto0310,Pomierzony,2016-06-05 08:56:37,7421951.1438,5545231.2153,238.5899
