nr,X,Y,H,czas
tAuto61744,5545219.419,7421885.932,239.7019,05/26/2010 13:22:12
tAuto61745,5545220.205,7421885.008,239.7089,05/26/2010 13:22:13
tAuto61746,5545221.115,7421884.066,239.6861,05/26/2010 13:22:14
tAuto61747,5545221.931,7421883.162,239.7,05/26/2010 13:22:15
tAuto61748,5545222.811,7421882.2,239.6958,05/26/2010 13:22:16
tAuto61749,5545223.566,7421881.276,239.6993,05/26/2010 13:22:17
tAuto61750,5545224.445,7421880.313,239.7026,05/26/2010 13:22:18
tAuto61751,5545225.17,7421879.329,239.7045,05/26/2010 13:22:19
tAuto61752,5545225.896,7421878.324,239.7087,05/26/2010 13:22:20
tAuto61753,5545226.652,7421877.32,239.7098,05/26/2010 13:22:21
tAuto61754,5545227.285,7421876.255,239.7104,05/26/2010 13:22:22
tAuto61755,5545227.919,7421875.209,239.7179,05/26/2010 13:22:23
tAuto61756,5545228.491,7421874.103,239.7148,05/26/2010 13:22:24
tAuto61757,5545229.001,7421873.016,239.7219,05/26/2010 13:22:25
tAuto61758,5545229.573,7421871.93,239.7243,05/26/2010 13:22:26
tAuto61759,5545230.022,7421870.822,239.729,05/26/2010 13:22:27
tAuto61760,5545230.595,7421869.696,239.7329,05/26/2010 13:22:28
tAuto61761,5545231.013,7421868.567,239.7559,05/26/2010 13:22:29
tAuto61762,5545231.555,7421867.421,239.7426,05/26/2010 13:22:30
tAuto61763,5545231.911,7421866.312,239.7617,05/26/2010 13:22:31
tAuto61764,5545232.392,7421865.145,239.7623,05/26/2010 13:22:32
tAuto61765,5545232.748,7421863.995,239.7853,05/26/2010 13:22:33
tAuto61766,5545233.074,7421862.826,239.8019,05/26/2010 13:22:34
tAuto61767,5545233.462,7421861.657,239.7164,05/26/2010 13:22:35
tAuto61768,5545233.758,7421860.468,239.6988,05/26/2010 13:22:36
tAuto61769,5545234.052,7421859.338,239.6987,05/26/2010 13:22:37
tAuto61770,5545234.285,7421858.207,239.7062,05/26/2010 13:22:38
tAuto61771,5545234.61,7421857.137,239.7121,05/26/2010 13:22:39
tAuto61772,5545234.872,7421856.086,239.7077,05/26/2010 13:22:40
tAuto61773,5545235.227,7421855.096,239.7012,05/26/2010 13:22:41
tAuto61774,5545235.58,7421854.166,239.7035,05/26/2010 13:22:42
tAuto61775,5545235.902,7421853.275,239.7093,05/26/2010 13:22:43
tAuto61776,5545236.162,7421852.423,239.7137,05/26/2010 13:22:44
tAuto61777,5545236.575,7421851.593,239.7091,05/26/2010 13:22:45
tAuto61778,5545236.989,7421850.763,239.7141,05/26/2010 13:22:46
tAuto61779,5545237.527,7421849.915,239.7066,05/26/2010 13:22:47
tAuto61780,5545238.066,7421848.988,239.7118,05/26/2010 13:22:48
tAuto61781,5545238.513,7421848.019,239.7151,05/26/2010 13:22:49
tAuto61782,5545238.899,7421846.95,239.7059,05/26/2010 13:22:50
tAuto61783,5545239.1,7421845.878,239.7098,05/26/2010 13:22:51
tAuto61784,5545239.146,7421844.824,239.7023,05/26/2010 13:22:52
tAuto61785,5545239.036,7421843.887,239.7023,05/26/2010 13:22:53
tAuto61786,5545238.769,7421843.127,239.6882,05/26/2010 13:22:54
tAuto61787,5545238.409,7421842.425,239.7157,05/26/2010 13:22:55
tAuto61788,5545237.892,7421841.82,239.6995,05/26/2010 13:22:56
tAuto61789,5545237.376,7421841.236,239.7084,05/26/2010 13:22:57
tAuto61790,5545236.828,7421840.631,239.7106,05/26/2010 13:22:58
tAuto61791,5545236.248,7421840.144,239.7019,05/26/2010 13:22:59
tAuto61792,5545235.729,7421839.699,239.7148,05/26/2010 13:23:00
tAuto61793,5545235.21,7421839.274,239.7171,05/26/2010 13:23:01
tAuto61794,5545234.69,7421838.928,239.716,05/26/2010 13:23:02
tAuto61795,5545234.171,7421838.502,239.7146,05/26/2010 13:23:03
tAuto61796,5545233.651,7421838.116,239.7099,05/26/2010 13:23:04
tAuto61797,5545233.131,7421837.79,239.7104,05/26/2010 13:23:05
tAuto61798,5545232.548,7421837.463,239.6997,05/26/2010 13:23:06
tAuto61799,5545231.934,7421837.236,239.7099,05/26/2010 13:23:07
tAuto61800,5545231.256,7421837.086,239.7139,05/26/2010 13:23:08
tAuto61801,5545230.518,7421836.837,239.7248,05/26/2010 13:23:09
tAuto61802,5545229.747,7421836.706,239.7089,05/26/2010 13:23:10
tAuto61803,5545228.886,7421836.455,239.7077,05/26/2010 13:23:11
tAuto61804,5545228.055,7421836.224,239.7129,05/26/2010 13:23:12
tAuto61805,5545227.132,7421835.951,239.7098,05/26/2010 13:23:13
tAuto61806,5545226.241,7421835.6,239.7158,05/26/2010 13:23:14
tAuto61807,5545225.319,7421835.248,239.7066,05/26/2010 13:23:15
tAuto61808,5545224.367,7421834.856,239.7126,05/26/2010 13:23:16
tAuto61809,5545223.446,7421834.405,239.7169,05/26/2010 13:23:17
tAuto61810,5545222.495,7421833.973,239.6997,05/26/2010 13:23:18
tAuto61811,5545221.574,7421833.522,239.7054,05/26/2010 13:23:19
tAuto61812,5545220.561,7421833.069,239.7031,05/26/2010 13:23:20
tAuto61813,5545219.579,7421832.637,239.6974,05/26/2010 13:23:21
tAuto61814,5545218.506,7421832.064,239.7263,05/26/2010 13:23:22
tAuto61815,5545217.399,7421831.67,239.6968,05/26/2010 13:23:23
tAuto61816,5545216.199,7421831.294,239.7064,05/26/2010 13:23:24
tAuto61817,5545215.09,7421831.079,239.7093,05/26/2010 13:23:25
tAuto61818,5545213.978,7421831.082,239.7102,05/26/2010 13:23:26
tAuto61819,5545212.956,7421831.227,239.7314,05/26/2010 13:23:27
tAuto61820,5545211.932,7421831.51,239.7082,05/26/2010 13:23:28
tAuto61821,5545211.061,7421831.935,239.7137,05/26/2010 13:23:29
tAuto61822,5545210.219,7421832.401,239.7095,05/26/2010 13:23:30
tAuto61823,5545209.377,7421832.946,239.7015,05/26/2010 13:23:31
tAuto61824,5545208.626,7421833.592,239.7057,05/26/2010 13:23:32
tAuto61825,5545207.844,7421834.257,239.716,05/26/2010 13:23:33
tAuto61826,5545207.123,7421834.963,239.7139,05/26/2010 13:23:34
tAuto61827,5545206.494,7421835.73,239.7072,05/26/2010 13:23:35
tAuto61828,5545205.803,7421836.476,239.6978,05/26/2010 13:23:36
tAuto61829,5545205.266,7421837.284,239.6916,05/26/2010 13:23:37
tAuto61830,5545204.636,7421838.091,239.7055,05/26/2010 13:23:38
tAuto61831,5545204.13,7421838.899,239.7155,05/26/2010 13:23:39
tAuto61832,5545203.592,7421839.747,239.7101,05/26/2010 13:23:40
tAuto61833,5545203.055,7421840.536,239.7111,05/26/2010 13:23:41
tAuto61834,5545202.579,7421841.404,239.7131,05/26/2010 13:23:42
tAuto61835,5545202.104,7421842.213,239.6976,05/26/2010 13:23:43
tAuto61836,5545201.628,7421843.082,239.7111,05/26/2010 13:23:44
tAuto61837,5545201.152,7421843.911,239.7039,05/26/2010 13:23:45
tAuto61838,5545200.737,7421844.821,239.7153,05/26/2010 13:23:46
tAuto61839,5545200.291,7421845.729,239.7204,05/26/2010 13:23:47
tAuto61840,5545200.000,7421846.661,239.7111,05/26/2010 13:23:48
tAuto61841,5545199.584,7421847.59,239.7128,05/26/2010 13:23:49
tAuto61842,5545199.261,7421848.58,239.7132,05/26/2010 13:23:50
tAuto61843,5545198.876,7421849.55,239.7252,05/26/2010 13:23:51
tAuto61844,5545198.552,7421850.54,239.7102,05/26/2010 13:23:52
tAuto61845,5545198.26,7421851.531,239.7022,05/26/2010 13:23:53
tAuto61846,5545197.844,7421852.48,239.7131,05/26/2010 13:23:54
tAuto61847,5545197.521,7421853.451,239.7129,05/26/2010 13:23:55
tAuto61848,5545197.014,7421854.299,239.7168,05/26/2010 13:23:56
tAuto61849,5545196.538,7421855.148,239.7332,05/26/2010 13:23:57
tAuto61850,5545196.002,7421855.936,239.7136,05/26/2010 13:23:58
tAuto61851,5545195.496,7421856.685,239.7125,05/26/2010 13:23:59
tAuto61852,5545195.053,7421857.415,239.7272,05/26/2010 13:24:00
tAuto61853,5545194.641,7421858.126,239.7178,05/26/2010 13:24:01
tAuto61854,5545194.26,7421858.797,239.7353,05/26/2010 13:24:02
tAuto61855,5545193.911,7421859.448,239.7236,05/26/2010 13:24:03
tAuto61856,5545193.562,7421860.1,239.7299,05/26/2010 13:24:04
tAuto61857,5545193.244,7421860.712,239.717,05/26/2010 13:24:05
tAuto61858,5545192.895,7421861.304,239.723,05/26/2010 13:24:06
tAuto61859,5545192.547,7421861.837,239.7099,05/26/2010 13:24:07
tAuto61860,5545192.076,7421862.347,239.7284,05/26/2010 13:24:08
tAuto61861,5545191.575,7421862.837,239.7175,05/26/2010 13:24:09
tAuto61862,5545191.104,7421863.328,239.7091,05/26/2010 13:24:10
tAuto61863,5545190.634,7421863.799,239.7164,05/26/2010 13:24:11
tAuto61864,5545190.225,7421864.29,239.7157,05/26/2010 13:24:12
tAuto61865,5545189.848,7421864.743,239.7237,05/26/2010 13:24:13
tAuto61866,5545189.532,7421865.216,239.721,05/26/2010 13:24:14
tAuto61867,5545189.216,7421865.649,239.708,05/26/2010 13:24:15
tAuto61868,5545188.87,7421866.082,239.7087,05/26/2010 13:24:16
tAuto61869,5545188.555,7421866.515,239.7179,05/26/2010 13:24:17
tAuto61870,5545188.239,7421866.948,239.7201,05/26/2010 13:24:18
tAuto61871,5545187.924,7421867.362,239.7221,05/26/2010 13:24:19
tAuto61872,5545187.609,7421867.795,239.7181,05/26/2010 13:24:20
tAuto61873,5545187.418,7421868.17,239.7221,05/26/2010 13:24:21
tAuto61874,5545187.289,7421868.586,239.7197,05/26/2010 13:24:22
tAuto61875,5545187.128,7421868.982,239.7295,05/26/2010 13:24:23
tAuto61876,5545186.999,7421869.338,239.7251,05/26/2010 13:24:24
tAuto61877,5545186.871,7421869.655,239.7184,05/26/2010 13:24:25
tAuto61878,5545186.743,7421869.951,239.714,05/26/2010 13:24:26
tAuto61879,5545186.615,7421870.248,239.7215,05/26/2010 13:24:27
tAuto61880,5545186.55,7421870.486,239.7153,05/26/2010 13:24:28
tAuto61881,5545186.485,7421870.744,239.7139,05/26/2010 13:24:29
tAuto61882,5545186.419,7421870.982,239.7254,05/26/2010 13:24:30
tAuto61883,5545186.323,7421871.199,239.7133,05/26/2010 13:24:31
tAuto61884,5545186.258,7421871.417,239.7246,05/26/2010 13:24:32
tAuto61885,5545186.163,7421871.635,239.7102,05/26/2010 13:24:33
tAuto61886,5545186.098,7421871.853,239.7174,05/26/2010 13:24:34
tAuto61887,5545186.033,7421872.051,239.7193,05/26/2010 13:24:35
tAuto61888,5545185.937,7421872.248,239.7251,05/26/2010 13:24:36
tAuto61889,5545185.842,7421872.446,239.7236,05/26/2010 13:24:37
tAuto61890,5545185.746,7421872.663,239.7106,05/26/2010 13:24:38
tAuto61891,5545185.651,7421872.841,239.7237,05/26/2010 13:24:39
tAuto61892,5545185.555,7421873.039,239.7136,05/26/2010 13:24:40
tAuto61893,5545185.491,7421873.217,239.7126,05/26/2010 13:24:41
tAuto61894,5545185.427,7421873.335,239.7197,05/26/2010 13:24:42
tAuto61895,5545185.364,7421873.434,239.7204,05/26/2010 13:24:43
tAuto61896,5545185.3,7421873.553,239.7184,05/26/2010 13:24:44
tAuto61897,5545185.238,7421873.611,239.7155,05/26/2010 13:24:45
tAuto61898,5545185.175,7421873.67,239.7154,05/26/2010 13:24:46
tAuto61899,5545185.082,7421873.689,239.7157,05/26/2010 13:24:47
tAuto61900,5545184.989,7421873.707,239.7154,05/26/2010 13:24:48
tAuto61901,5545184.865,7421873.705,239.7146,05/26/2010 13:24:49
tAuto61902,5545184.773,7421873.704,239.7186,05/26/2010 13:24:50
tAuto61903,5545184.649,7421873.702,239.7213,05/26/2010 13:24:51
tAuto61904,5545184.556,7421873.721,239.7147,05/26/2010 13:24:52
tAuto61905,5545184.433,7421873.719,239.7153,05/26/2010 13:24:53
tAuto61906,5545184.371,7421873.718,239.7146,05/26/2010 13:24:54
tAuto61907,5545184.309,7421873.717,239.7145,05/26/2010 13:24:55
tAuto61908,5545184.248,7421873.696,239.7117,05/26/2010 13:24:56
tAuto61909,5545184.248,7421873.696,239.726,05/26/2010 13:24:57
tAuto61910,5545184.248,7421873.696,239.7185,05/26/2010 13:24:58
tAuto61911,5545184.247,7421873.716,239.722,05/26/2010 13:24:59
tAuto61912,5545184.278,7421873.757,239.7267,05/26/2010 13:25:00
tAuto61913,5545184.308,7421873.797,239.7175,05/26/2010 13:25:01
tAuto61914,5545184.338,7421873.837,239.7145,05/26/2010 13:25:02
tAuto61915,5545184.368,7421873.897,239.7218,05/26/2010 13:25:03
tAuto61916,5545184.367,7421873.957,239.72,05/26/2010 13:25:04
tAuto61917,5545184.366,7421874.036,239.7267,05/26/2010 13:25:05
tAuto61918,5545184.365,7421874.116,239.7201,05/26/2010 13:25:06
tAuto61919,5545184.364,7421874.156,239.7252,05/26/2010 13:25:07
tAuto61920,5545184.364,7421874.196,239.7252,05/26/2010 13:25:08
tAuto61921,5545184.333,7421874.195,239.7277,05/26/2010 13:25:09
tAuto61922,5545184.333,7421874.195,239.7237,05/26/2010 13:25:10
tAuto61923,5545184.334,7421874.155,239.7198,05/26/2010 13:25:11
tAuto61924,5545184.304,7421874.095,239.7236,05/26/2010 13:25:12
tAuto61925,5545184.304,7421874.036,239.7213,05/26/2010 13:25:13
tAuto61926,5545184.306,7421873.956,239.7303,05/26/2010 13:25:14
tAuto61927,5545184.306,7421873.896,239.7254,05/26/2010 13:25:15
tAuto61928,5545184.307,7421873.837,239.7345,05/26/2010 13:25:16
tAuto61929,5545184.277,7421873.796,239.7254,05/26/2010 13:25:17
tAuto61930,5545184.277,7421873.776,239.7293,05/26/2010 13:25:18
tAuto61931,5545184.277,7421873.776,239.7288,05/26/2010 13:25:19
tAuto61932,5545184.277,7421873.796,239.7241,05/26/2010 13:25:20
tAuto61933,5545184.277,7421873.816,239.7272,05/26/2010 13:25:21
tAuto61934,5545184.276,7421873.856,239.7239,05/26/2010 13:25:22
tAuto61935,5545184.306,7421873.896,239.7238,05/26/2010 13:25:23
tAuto61936,5545184.337,7421873.917,239.7243,05/26/2010 13:25:24
tAuto61937,5545184.336,7421873.956,239.7244,05/26/2010 13:25:25
tAuto61938,5545184.367,7421873.997,239.7267,05/26/2010 13:25:26
tAuto61939,5545184.366,7421874.017,239.7243,05/26/2010 13:25:27
tAuto61940,5545184.428,7421874.017,239.7248,05/26/2010 13:25:28
tAuto61941,5545184.46,7421873.978,239.7267,05/26/2010 13:25:29
tAuto61942,5545184.523,7421873.899,239.7225,05/26/2010 13:25:30
tAuto61943,5545184.585,7421873.841,239.7262,05/26/2010 13:25:31
tAuto61944,5545184.617,7421873.801,239.7184,05/26/2010 13:25:32
tAuto61945,5545184.649,7421873.742,239.7148,05/26/2010 13:25:33
tAuto61946,5545184.68,7421873.683,239.7175,05/26/2010 13:25:34
tAuto61947,5545184.744,7421873.584,239.71,05/26/2010 13:25:35
tAuto61948,5545184.807,7421873.486,239.7127,05/26/2010 13:25:36
tAuto61949,5545184.931,7421873.448,239.7266,05/26/2010 13:25:37
tAuto61950,5545185.025,7421873.369,239.7254,05/26/2010 13:25:38
tAuto61951,5545185.149,7421873.312,239.7223,05/26/2010 13:25:39
tAuto61952,5545185.274,7421873.234,239.7226,05/26/2010 13:25:40
tAuto61953,5545185.368,7421873.116,239.7088,05/26/2010 13:25:41
tAuto61954,5545185.37,7421872.976,239.7267,05/26/2010 13:25:42
tAuto61955,5545185.373,7421872.797,239.7106,05/26/2010 13:25:43
tAuto61956,5545185.469,7421872.6,239.7306,05/26/2010 13:25:44
tAuto61957,5545185.749,7421872.464,239.7318,05/26/2010 13:25:45
tAuto61958,5545186.09,7421872.39,239.73,05/26/2010 13:25:46
tAuto61959,5545186.397,7421872.514,239.72,05/26/2010 13:25:47
tAuto61960,5545186.425,7421872.693,239.7172,05/26/2010 13:25:48
tAuto61961,5545186.482,7421873.032,239.7234,05/26/2010 13:25:49
tAuto61962,5545186.291,7421873.428,239.7242,05/26/2010 13:25:50
tAuto61963,5545186.192,7421873.884,239.7066,05/26/2010 13:25:51
tAuto61964,5545186.029,7421874.439,239.7133,05/26/2010 13:25:52
tAuto61965,5545185.805,7421874.993,239.7171,05/26/2010 13:25:53
tAuto61966,5545185.64,7421875.687,239.7219,05/26/2010 13:25:54
tAuto61967,5545185.29,7421876.339,239.7284,05/26/2010 13:25:55
tAuto61968,5545184.971,7421877.05,239.7138,05/26/2010 13:25:56
tAuto61969,5545184.528,7421877.741,239.7186,05/26/2010 13:25:57
tAuto61970,5545184.085,7421878.451,239.7181,05/26/2010 13:25:58
tAuto61971,5545183.55,7421879.159,239.7301,05/26/2010 13:25:59
tAuto61972,5545183.044,7421879.908,239.7259,05/26/2010 13:26:00
tAuto61973,5545182.447,7421880.636,239.7216,05/26/2010 13:26:01
tAuto61974,5545181.88,7421881.384,239.7258,05/26/2010 13:26:02
tAuto61975,5545181.311,7421882.211,239.7293,05/26/2010 13:26:03
tAuto61976,5545180.743,7421883.039,239.7265,05/26/2010 13:26:04
tAuto61977,5545180.205,7421883.947,239.718,05/26/2010 13:26:05
tAuto61978,5545179.696,7421884.895,239.7224,05/26/2010 13:26:06
tAuto61979,5545179.249,7421885.883,239.7314,05/26/2010 13:26:07
tAuto61980,5545178.77,7421886.931,239.7151,05/26/2010 13:26:08
tAuto61981,5545178.354,7421887.94,239.7395,05/26/2010 13:26:09
tAuto61982,5545177.906,7421889.028,239.7188,05/26/2010 13:26:10
tAuto61983,5545177.489,7421890.057,239.728,05/26/2010 13:26:11
tAuto61984,5545177.133,7421891.166,239.7207,05/26/2010 13:26:12
tAuto61985,5545176.746,7421892.255,239.7305,05/26/2010 13:26:13
tAuto61986,5545176.452,7421893.365,239.7224,05/26/2010 13:26:14
tAuto61987,5545176.096,7421894.475,239.7275,05/26/2010 13:26:15
tAuto61988,5545175.771,7421895.564,239.7284,05/26/2010 13:26:16
tAuto61989,5545175.445,7421896.694,239.7257,05/26/2010 13:26:17
tAuto61990,5545175.121,7421897.744,239.7237,05/26/2010 13:26:18
tAuto61991,5545174.734,7421898.853,239.7234,05/26/2010 13:26:19
tAuto61992,5545174.441,7421899.884,239.7238,05/26/2010 13:26:20
tAuto61993,5545174.023,7421901.012,239.7155,05/26/2010 13:26:21
tAuto61994,5545173.729,7421902.063,239.7276,05/26/2010 13:26:22
tAuto61995,5545173.28,7421903.17,239.7279,05/26/2010 13:26:23
tAuto61996,5545172.956,7421904.24,239.7258,05/26/2010 13:26:24
tAuto61997,5545172.568,7421905.409,239.724,05/26/2010 13:26:25
tAuto61998,5545172.243,7421906.519,239.7304,05/26/2010 13:26:26
tAuto61999,5545171.948,7421907.669,239.7257,05/26/2010 13:26:27
tAuto62000,5545171.654,7421908.779,239.7362,05/26/2010 13:26:28
tAuto62001,5545171.42,7421909.97,239.7162,05/26/2010 13:26:29
tAuto62002,5545171.187,7421911.101,239.7301,05/26/2010 13:26:30
tAuto62003,5545170.953,7421912.311,239.7281,05/26/2010 13:26:31
tAuto62004,5545170.751,7421913.463,239.7298,05/26/2010 13:26:32
tAuto62005,5545170.394,7421914.652,239.7314,05/26/2010 13:26:33
tAuto62006,5545170.16,7421915.822,239.7232,05/26/2010 13:26:34
tAuto62007,5545169.803,7421916.991,239.7356,05/26/2010 13:26:35
tAuto62008,5545169.6,7421918.203,239.7384,05/26/2010 13:26:36
tAuto62009,5545169.213,7421919.371,239.718,05/26/2010 13:26:37
tAuto62010,5545168.948,7421920.561,239.7393,05/26/2010 13:26:38
tAuto62011,5545168.591,7421921.73,239.7134,05/26/2010 13:26:39
tAuto62012,5545168.234,7421922.88,239.736,05/26/2010 13:26:40
tAuto62013,5545167.908,7421924.069,239.7136,05/26/2010 13:26:41
tAuto62014,5545167.551,7421925.218,239.7343,05/26/2010 13:26:42
tAuto62015,5545167.225,7421926.407,239.709,05/26/2010 13:26:43
tAuto62016,5545166.807,7421927.496,239.7235,05/26/2010 13:26:44
tAuto62017,5545166.42,7421928.664,239.7179,05/26/2010 13:26:45
tAuto62018,5545165.941,7421929.732,239.7282,05/26/2010 13:26:46
tAuto62019,5545165.553,7421930.881,239.7142,05/26/2010 13:26:47
tAuto62020,5545165.043,7421931.928,239.7239,05/26/2010 13:26:48
tAuto62021,5545164.656,7421933.037,239.7176,05/26/2010 13:26:49
tAuto62022,5545164.178,7421934.085,239.7191,05/26/2010 13:26:50
tAuto62023,5545163.76,7421935.173,239.7178,05/26/2010 13:26:51
tAuto62024,5545163.251,7421936.181,239.7314,05/26/2010 13:26:52
tAuto62025,5545162.742,7421937.189,239.7214,05/26/2010 13:26:53
tAuto62026,5545162.079,7421938.134,239.7169,05/26/2010 13:26:54
tAuto62027,5545161.478,7421939.081,239.7287,05/26/2010 13:26:55
tAuto62028,5545160.907,7421940.107,239.7216,05/26/2010 13:26:56
tAuto62029,5545160.46,7421941.096,239.724,05/26/2010 13:26:57
tAuto62030,5545159.981,7421942.164,239.7164,05/26/2010 13:26:58
tAuto62031,5545159.595,7421943.193,239.7212,05/26/2010 13:26:59
tAuto62032,5545159.147,7421944.281,239.7132,05/26/2010 13:27:00
tAuto62033,5545158.791,7421945.331,239.7187,05/26/2010 13:27:01
tAuto62034,5545158.343,7421946.399,239.7176,05/26/2010 13:27:02
tAuto62035,5545157.958,7421947.408,239.7275,05/26/2010 13:27:03
tAuto62036,5545157.541,7421948.457,239.721,05/26/2010 13:27:04
tAuto62037,5545157.094,7421949.426,239.732,05/26/2010 13:27:05
tAuto62038,5545156.739,7421950.435,239.7275,05/26/2010 13:27:06
tAuto62039,5545156.354,7421951.405,239.7203,05/26/2010 13:27:07
tAuto62040,5545156.062,7421952.396,239.7269,05/26/2010 13:27:08
tAuto62041,5545155.708,7421953.366,239.7254,05/26/2010 13:27:09
tAuto62042,5545155.354,7421954.316,239.7195,05/26/2010 13:27:10
tAuto62043,5545154.969,7421955.266,239.7153,05/26/2010 13:27:11
tAuto62044,5545154.585,7421956.235,239.7203,05/26/2010 13:27:12
tAuto62045,5545154.199,7421957.225,239.7204,05/26/2010 13:27:13
tAuto62046,5545153.815,7421958.175,239.7205,05/26/2010 13:27:14
tAuto62047,5545153.398,7421959.203,239.7307,05/26/2010 13:27:15
tAuto62048,5545153.013,7421960.173,239.7125,05/26/2010 13:27:16
tAuto62049,5545152.566,7421961.181,239.714,05/26/2010 13:27:17
tAuto62050,5545152.181,7421962.151,239.7141,05/26/2010 13:27:18
tAuto62051,5545151.703,7421963.139,239.7203,05/26/2010 13:27:19
tAuto62052,5545151.288,7421964.069,239.7325,05/26/2010 13:27:20
tAuto62053,5545150.779,7421965.076,239.7094,05/26/2010 13:27:21
tAuto62054,5545150.363,7421966.005,239.7235,05/26/2010 13:27:22
tAuto62055,5545149.947,7421966.995,239.7076,05/26/2010 13:27:23
tAuto62056,5545149.532,7421967.924,239.7187,05/26/2010 13:27:24
tAuto62057,5545149.148,7421968.814,239.7151,05/26/2010 13:27:25
tAuto62058,5545148.796,7421969.684,239.7183,05/26/2010 13:27:26
tAuto62059,5545148.536,7421970.517,239.7205,05/26/2010 13:27:27
tAuto62060,5545148.277,7421971.329,239.7195,05/26/2010 13:27:28
tAuto62061,5545148.049,7421972.141,239.7184,05/26/2010 13:27:29
tAuto62062,5545147.883,7421972.935,239.721,05/26/2010 13:27:30
