nr,tryb,czas,Y,X,H
Area2596,Pomierzony,05/28/2015 11:25:01,7422008.0479,5545198.7328,241.6653
Area2597,Pomierzony,05/28/2015 11:25:02,7422007.0794,5545198.2793,241.6360
Area2598,Pomierzony,05/28/2015 11:25:03,7422006.1832,5545197.8690,241.6169
Area2599,Pomierzony,05/28/2015 11:25:04,7422005.2096,5545197.4006,241.6238
Area2600,Pomierzony,05/28/2015 11:25:05,7422004.2719,5545197.0028,241.6582
Area2601,Pomierzony,05/28/2015 11:25:06,7422003.2723,5545196.4780,241.6452
Area2602,Pomierzony,05/28/2015 11:25:07,7422002.3362,5545196.0256,241.6457
Area2603,Pomierzony,05/28/2015 11:25:08,7422001.3560,5545195.4410,241.6246
Area2604,Pomierzony,05/28/2015 11:25:09,7422000.4450,5545194.8967,241.6237
Area2605,Pomierzony,05/28/2015 11:25:10,7421999.5182,5545194.2866,241.6186
Area2606,Pomierzony,05/28/2015 11:25:11,7421998.6553,5545193.6723,241.6385
Area2607,Pomierzony,05/28/2015 11:25:12,7421997.7854,5545193.0853,241.6416
Area2608,Pomierzony,05/28/2015 11:25:13,7421997.0247,5545192.4282,241.6480
Area2609,Pomierzony,05/28/2015 11:25:14,7421996.3169,5545191.8476,241.6346
Area2610,Pomierzony,05/28/2015 11:25:15,7421995.6308,5545191.1214,241.6344
Area2611,Pomierzony,05/28/2015 11:25:16,7421995.0320,5545190.4789,241.6599
Area2612,Pomierzony,05/28/2015 11:25:17,7421994.3699,5545189.7274,241.6350
Area2613,Pomierzony,05/28/2015 11:25:18,7421993.7559,5545189.1313,241.6515
Area2614,Pomierzony,05/28/2015 11:25:19,7421993.0752,5545188.4521,241.6169
Area2615,Pomierzony,05/28/2015 11:25:20,7421992.4131,5545187.9038,241.6274
Area2616,Pomierzony,05/28/2015 11:25:21,7421991.6527,5545187.2351,241.6206
Area2617,Pomierzony,05/28/2015 11:25:22,7421990.9136,5545186.6585,241.6462
Area2618,Pomierzony,05/28/2015 11:25:23,7421990.1285,5545185.9656,241.6009
Area2619,Pomierzony,05/28/2015 11:25:24,7421989.3270,5545185.3961,241.6460
Area2620,Pomierzony,05/28/2015 11:25:25,7421988.5111,5545184.7560,241.6185
Area2621,Pomierzony,05/28/2015 11:25:26,7421987.6363,5545184.1997,241.6311
Area2622,Pomierzony,05/28/2015 11:25:27,7421986.7445,5545183.6994,241.6256
Area2623,Pomierzony,05/28/2015 11:25:28,7421985.8165,5545183.2369,241.6219
Area2624,Pomierzony,05/28/2015 11:25:29,7421984.9161,5545182.7364,241.6381
Area2625,Pomierzony,05/28/2015 11:25:30,7421984.0725,5545182.0722,241.6328
Area2626,Pomierzony,05/28/2015 11:25:31,7421983.1809,5545181.5115,241.6276
Area2627,Pomierzony,05/28/2015 11:25:32,7421982.3150,5545180.8280,241.6323
Area2628,Pomierzony,05/28/2015 11:25:33,7421981.4277,5545180.2438,241.6424
Area2629,Pomierzony,05/28/2015 11:25:34,7421980.6067,5545179.5123,241.6436
Area2630,Pomierzony,05/28/2015 11:25:35,7421979.7683,5545178.8789,241.6368
Area2631,Pomierzony,05/28/2015 11:25:36,7421978.9665,5545178.0997,241.6271
Area2632,Pomierzony,05/28/2015 11:25:37,7421978.1021,5545177.4484,241.6216
Area2633,Pomierzony,05/28/2015 11:25:38,7421977.2732,5545176.6644,241.6613
Area2634,Pomierzony,05/28/2015 11:25:39,7421976.4120,5545175.9415,241.6291
Area2635,Pomierzony,05/28/2015 11:25:40,7421975.5851,5545175.1270,241.6500
Area2636,Pomierzony,05/28/2015 11:25:41,7421974.7143,5545174.3566,241.6047
Area2637,Pomierzony,05/28/2015 11:25:42,7421973.9043,5545173.4507,241.6323
Area2638,Pomierzony,05/28/2015 11:25:43,7421973.0317,5545172.6412,241.6214
Area2639,Pomierzony,05/28/2015 11:25:44,7421972.1466,5545171.7566,241.6301
Area2640,Pomierzony,05/28/2015 11:25:45,7421971.1527,5545171.0596,241.6205
Area2641,Pomierzony,05/28/2015 11:25:46,7421970.1654,5545170.3647,241.6304
Area2642,Pomierzony,05/28/2015 11:25:47,7421969.1249,5545169.7515,241.5972
Area2643,Pomierzony,05/28/2015 11:25:48,7421968.1689,5545168.9284,241.6402
Area2644,Pomierzony,05/28/2015 11:25:49,7421967.1735,5545168.2115,241.6486
Area2645,Pomierzony,05/28/2015 11:25:50,7421966.2507,5545167.3328,241.6373
Area2646,Pomierzony,05/28/2015 11:25:51,7421965.2524,5545166.5985,241.5982
Area2647,Pomierzony,05/28/2015 11:25:52,7421964.3383,5545165.7347,241.5978
Area2648,Pomierzony,05/28/2015 11:25:53,7421963.3751,5545165.0013,241.6172
Area2649,Pomierzony,05/28/2015 11:25:54,7421962.5000,5545164.1307,241.6117
Area2650,Pomierzony,05/28/2015 11:25:55,7421961.5688,5545163.4149,241.6256
Area2651,Pomierzony,05/28/2015 11:25:56,7421960.6850,5545162.5566,241.6310
Area2652,Pomierzony,05/28/2015 11:25:57,7421959.8087,5545161.8082,241.6050
Area2653,Pomierzony,05/28/2015 11:25:58,7421958.9295,5545160.9629,241.6196
Area2654,Pomierzony,05/28/2015 11:25:59,7421958.1101,5545160.1829,241.6174
Area2655,Pomierzony,05/28/2015 11:26:00,7421957.2400,5545159.3530,241.6258
Area2656,Pomierzony,05/28/2015 11:26:01,7421956.4561,5545158.5425,241.6297
Area2657,Pomierzony,05/28/2015 11:26:02,7421955.5759,5545157.7186,241.6045
Area2658,Pomierzony,05/28/2015 11:26:03,7421954.8100,5545156.9016,241.6452
Area2659,Pomierzony,05/28/2015 11:26:04,7421953.9863,5545156.0388,241.6071
Area2660,Pomierzony,05/28/2015 11:26:05,7421953.2774,5545155.2007,241.6356
Area2661,Pomierzony,05/28/2015 11:26:06,7421952.4946,5545154.3171,241.6182
Area2662,Pomierzony,05/28/2015 11:26:07,7421951.7833,5545153.4705,241.6310
Area2663,Pomierzony,05/28/2015 11:26:08,7421951.0530,5545152.5759,241.6103
Area2664,Pomierzony,05/28/2015 11:26:09,7421950.3992,5545151.7253,241.6488
Area2665,Pomierzony,05/28/2015 11:26:10,7421949.7153,5545150.8331,241.6205
Area2666,Pomierzony,05/28/2015 11:26:11,7421949.0820,5545149.9516,241.6229
Area2667,Pomierzony,05/28/2015 11:26:12,7421948.4879,5545149.0410,241.6084
Area2668,Pomierzony,05/28/2015 11:26:13,7421947.8599,5545148.1404,241.6316
Area2669,Pomierzony,05/28/2015 11:26:14,7421947.2988,5545147.2250,241.6114
Area2670,Pomierzony,05/28/2015 11:26:15,7421946.6441,5545146.3261,241.6377
Area2671,Pomierzony,05/28/2015 11:26:16,7421946.0606,5545145.4042,241.6126
Area2672,Pomierzony,05/28/2015 11:26:17,7421945.4361,5545144.4736,241.6339
Area2673,Pomierzony,05/28/2015 11:26:18,7421944.8284,5545143.5693,241.6325
Area2674,Pomierzony,05/28/2015 11:26:19,7421944.2250,5545142.5909,241.6326
Area2675,Pomierzony,05/28/2015 11:26:20,7421943.6110,5545141.6994,241.6265
Area2676,Pomierzony,05/28/2015 11:26:21,7421942.9849,5545140.7226,241.6277
Area2677,Pomierzony,05/28/2015 11:26:22,7421942.3523,5545139.8739,241.6331
Area2678,Pomierzony,05/28/2015 11:26:23,7421941.6983,5545138.9039,241.6264
Area2679,Pomierzony,05/28/2015 11:26:24,7421941.0371,5545138.0578,241.6343
Area2680,Pomierzony,05/28/2015 11:26:25,7421940.4284,5545137.0676,241.6109
Area2681,Pomierzony,05/28/2015 11:26:26,7421939.7447,5545136.2145,241.6115
Area2682,Pomierzony,05/28/2015 11:26:27,7421939.0123,5545135.3188,241.6197
Area2683,Pomierzony,05/28/2015 11:26:28,7421938.2870,5545134.5264,241.6288
Area2684,Pomierzony,05/28/2015 11:26:29,7421937.4715,5545133.7173,241.6242
Area2685,Pomierzony,05/28/2015 11:26:30,7421936.6884,5545132.9874,241.6203
Area2686,Pomierzony,05/28/2015 11:26:31,7421935.8217,5545132.2055,241.6159
Area2687,Pomierzony,05/28/2015 11:26:32,7421935.0047,5545131.4761,241.6211
Area2688,Pomierzony,05/28/2015 11:26:33,7421934.1375,5545130.7032,241.6068
Area2689,Pomierzony,05/28/2015 11:26:34,7421933.3042,5545129.9883,241.6080
Area2690,Pomierzony,05/28/2015 11:26:35,7421932.4075,5545129.2956,241.6023
Area2691,Pomierzony,05/28/2015 11:26:36,7421931.5790,5545128.5794,241.6374
Area2692,Pomierzony,05/28/2015 11:26:37,7421930.6859,5545127.9493,241.6174
Area2693,Pomierzony,05/28/2015 11:26:38,7421929.8457,5545127.3280,241.6030
Area2694,Pomierzony,05/28/2015 11:26:39,7421928.9450,5545126.7220,241.6399
Area2695,Pomierzony,05/28/2015 11:26:40,7421928.1310,5545126.1493,241.6454
Area2696,Pomierzony,05/28/2015 11:26:41,7421927.2490,5545125.5452,241.6238
Area2697,Pomierzony,05/28/2015 11:26:42,7421926.4640,5545124.9607,241.6312
Area2698,Pomierzony,05/28/2015 11:26:43,7421925.6827,5545124.2740,241.6127
Area2699,Pomierzony,05/28/2015 11:26:44,7421924.9984,5545123.5819,241.6254
Area2700,Pomierzony,05/28/2015 11:26:45,7421924.2861,5545122.8200,241.6062
Area2701,Pomierzony,05/28/2015 11:26:46,7421923.6996,5545122.0226,241.6170
Area2702,Pomierzony,05/28/2015 11:26:47,7421923.1184,5545121.0944,241.5933
Area2703,Pomierzony,05/28/2015 11:26:48,7421922.7175,5545120.0893,241.6327
Area2704,Pomierzony,05/28/2015 11:26:49,7421922.1887,5545119.1012,241.6047
Area2705,Pomierzony,05/28/2015 11:26:50,7421921.8141,5545118.0238,241.6431
Area2706,Pomierzony,05/28/2015 11:26:51,7421921.2622,5545117.0231,241.6227
Area2707,Pomierzony,05/28/2015 11:26:52,7421920.8819,5545115.9495,241.6352
Area2708,Pomierzony,05/28/2015 11:26:53,7421920.3300,5545114.9530,241.6206
Area2709,Pomierzony,05/28/2015 11:26:54,7421919.9530,5545113.8635,241.6020
Area2710,Pomierzony,05/28/2015 11:26:55,7421919.4390,5545112.8306,241.6133
Area2711,Pomierzony,05/28/2015 11:26:56,7421919.0247,5545111.7329,241.6182
Area2712,Pomierzony,05/28/2015 11:26:57,7421918.4803,5545110.7607,241.6003
Area2713,Pomierzony,05/28/2015 11:26:58,7421917.9212,5545109.8014,241.6176
Area2714,Pomierzony,05/28/2015 11:26:59,7421917.3743,5545108.8338,241.6203
Area2715,Pomierzony,05/28/2015 11:27:00,7421916.8402,5545107.8459,241.6083
Area2716,Pomierzony,05/28/2015 11:27:01,7421916.3699,5545106.8703,241.6286
Area2717,Pomierzony,05/28/2015 11:27:02,7421915.8707,5545105.7923,241.5763
Area2718,Pomierzony,05/28/2015 11:27:03,7421915.4367,5545104.7700,241.6158
Area2719,Pomierzony,05/28/2015 11:27:04,7421914.9825,5545103.6652,241.6195
Area2720,Pomierzony,05/28/2015 11:27:05,7421914.5745,5545102.6084,241.6210
Area2721,Pomierzony,05/28/2015 11:27:06,7421914.2749,5545101.4727,241.5963
Area2722,Pomierzony,05/28/2015 11:27:07,7421913.8988,5545100.4053,241.6083
Area2723,Pomierzony,05/28/2015 11:27:08,7421913.6528,5545099.3491,241.6042
Area2724,Pomierzony,05/28/2015 11:27:09,7421913.4585,5545098.2597,241.5908
Area2725,Pomierzony,05/28/2015 11:27:10,7421913.6054,5545097.1689,241.5760
Area2726,Pomierzony,05/28/2015 11:27:11,7421913.6508,5545096.0633,241.6423
Area2727,Pomierzony,05/28/2015 11:27:12,7421913.9300,5545094.8654,241.6084
Area2728,Pomierzony,05/28/2015 11:27:13,7421913.9749,5545093.7426,241.6221
Area2729,Pomierzony,05/28/2015 11:27:14,7421914.1169,5545092.5295,241.6349
Area2730,Pomierzony,05/28/2015 11:27:15,7421914.0632,5545091.4311,241.5930
Area2731,Pomierzony,05/28/2015 11:27:16,7421914.0830,5545090.2475,241.6146
Area2732,Pomierzony,05/28/2015 11:27:17,7421913.8990,5545089.1930,241.6200
Area2733,Pomierzony,05/28/2015 11:27:18,7421913.8027,5545087.9979,241.6115
Area2734,Pomierzony,05/28/2015 11:27:19,7421913.4407,5545086.9843,241.6080
Area2735,Pomierzony,05/28/2015 11:27:20,7421913.1034,5545086.0125,241.6177
Area2736,Pomierzony,05/28/2015 11:27:21,7421912.5893,5545085.2124,241.6245
Area2737,Pomierzony,05/28/2015 11:27:22,7421912.1649,5545084.3625,241.6185
Area2738,Pomierzony,05/28/2015 11:27:23,7421911.5757,5545083.5757,241.6049
Area2739,Pomierzony,05/28/2015 11:27:24,7421910.9860,5545082.8189,241.6412
Area2740,Pomierzony,05/28/2015 11:27:25,7421910.3397,5545082.0551,241.6127
Area2741,Pomierzony,05/28/2015 11:27:26,7421909.7829,5545081.2322,241.6237
Area2742,Pomierzony,05/28/2015 11:27:27,7421909.1580,5545080.4470,241.5845
Area2743,Pomierzony,05/28/2015 11:27:28,7421908.6335,5545079.5988,241.5735
Area2744,Pomierzony,05/28/2015 11:27:29,7421908.1326,5545078.8132,241.6045
Area2745,Pomierzony,05/28/2015 11:27:30,7421907.6812,5545078.0364,241.6035
Area2746,Pomierzony,05/28/2015 11:27:31,7421907.2819,5545077.3056,241.6050
Area2747,Pomierzony,05/28/2015 11:27:32,7421906.9998,5545076.5263,241.5976
Area2748,Pomierzony,05/28/2015 11:27:33,7421906.8085,5545075.6225,241.6176
Area2749,Pomierzony,05/28/2015 11:27:34,7421906.5036,5545074.6917,241.5875
Area2750,Pomierzony,05/28/2015 11:27:35,7421906.0296,5545073.7677,241.5972
Area2751,Pomierzony,05/28/2015 11:27:36,7421905.4980,5545072.9119,241.6028
Area2752,Pomierzony,05/28/2015 11:27:37,7421904.8511,5545072.1124,241.6257
Area2753,Pomierzony,05/28/2015 11:27:38,7421904.2246,5545071.3924,241.6246
Area2754,Pomierzony,05/28/2015 11:27:39,7421903.4553,5545070.7863,241.6143
Area2755,Pomierzony,05/28/2015 11:27:40,7421902.7620,5545070.2109,241.5980
Area2756,Pomierzony,05/28/2015 11:27:41,7421901.9523,5545069.6814,241.6070
Area2757,Pomierzony,05/28/2015 11:27:42,7421901.3808,5545068.9071,241.6074
Area2758,Pomierzony,05/28/2015 11:27:43,7421900.7630,5545068.1714,241.6013
Area2759,Pomierzony,05/28/2015 11:27:44,7421900.2063,5545067.3283,241.5940
Area2760,Pomierzony,05/28/2015 11:27:45,7421899.8793,5545066.4527,241.6060
Area2761,Pomierzony,05/28/2015 11:27:46,7421899.4772,5545065.5246,241.5983
Area2762,Pomierzony,05/28/2015 11:27:47,7421899.1374,5545064.5409,241.6313
Area2763,Pomierzony,05/28/2015 11:27:48,7421898.9015,5545063.4479,241.5900
Area2764,Pomierzony,05/28/2015 11:27:49,7421898.5781,5545062.4081,241.6248
Area2765,Pomierzony,05/28/2015 11:27:50,7421898.3573,5545061.2854,241.6089
Area2766,Pomierzony,05/28/2015 11:27:51,7421898.0496,5545060.2101,241.6253
Area2767,Pomierzony,05/28/2015 11:27:52,7421897.8451,5545059.0585,241.5989
Area2768,Pomierzony,05/28/2015 11:27:53,7421897.5015,5545057.9738,241.6238
Area2769,Pomierzony,05/28/2015 11:27:54,7421897.2945,5545056.8486,241.5875
Area2770,Pomierzony,05/28/2015 11:27:55,7421896.9666,5545055.7614,241.6255
Area2771,Pomierzony,05/28/2015 11:27:56,7421896.6985,5545054.7169,241.6191
Area2772,Pomierzony,05/28/2015 11:27:57,7421896.3135,5545053.6687,241.6074
Area2773,Pomierzony,05/28/2015 11:27:58,7421896.0158,5545052.7203,241.6170
Area2774,Pomierzony,05/28/2015 11:27:59,7421895.5955,5545051.8095,241.5983
Area2775,Pomierzony,05/28/2015 11:28:00,7421895.2736,5545050.9451,241.6315
Area2776,Pomierzony,05/28/2015 11:28:01,7421894.8171,5545050.0786,241.6267
Area2777,Pomierzony,05/28/2015 11:28:02,7421894.4768,5545049.1663,241.6140
Area2778,Pomierzony,05/28/2015 11:28:03,7421894.0847,5545048.2207,241.6095
Area2779,Pomierzony,05/28/2015 11:28:04,7421893.7312,5545047.2447,241.6212
Area2780,Pomierzony,05/28/2015 11:28:05,7421893.3641,5545046.2472,241.6233
Area2781,Pomierzony,05/28/2015 11:28:06,7421892.9930,5545045.2023,241.6052
Area2782,Pomierzony,05/28/2015 11:28:07,7421892.6876,5545044.1179,241.6187
Area2783,Pomierzony,05/28/2015 11:28:08,7421892.3425,5545042.9798,241.6319
Area2784,Pomierzony,05/28/2015 11:28:09,7421892.1024,5545041.8315,241.5615
Area2785,Pomierzony,05/28/2015 11:28:10,7421891.8396,5545040.6501,241.5588
Area2786,Pomierzony,05/28/2015 11:28:11,7421891.7047,5545039.4523,241.6138
Area2787,Pomierzony,05/28/2015 11:28:12,7421891.4801,5545038.2489,241.6271
Area2788,Pomierzony,05/28/2015 11:28:13,7421891.4543,5545037.0302,241.5948
Area2789,Pomierzony,05/28/2015 11:28:14,7421891.3643,5545035.8342,241.6018
Area2790,Pomierzony,05/28/2015 11:28:15,7421891.4987,5545034.6023,241.5819
Area2791,Pomierzony,05/28/2015 11:28:16,7421891.5334,5545033.3883,241.5899
Area2792,Pomierzony,05/28/2015 11:28:17,7421891.7006,5545032.1482,241.5715
Area2793,Pomierzony,05/28/2015 11:28:18,7421891.7994,5545030.9280,241.5615
Area2794,Pomierzony,05/28/2015 11:28:19,7421891.9592,5545029.6614,241.5498
Area2795,Pomierzony,05/28/2015 11:28:20,7421892.0834,5545028.4007,241.5370
Area2796,Pomierzony,05/28/2015 11:28:21,7421892.2760,5545027.1509,241.5254
Area2797,Pomierzony,05/28/2015 11:28:22,7421892.4868,5545025.9341,241.4986
Area2798,Pomierzony,05/28/2015 11:28:23,7421892.6787,5545024.6959,241.4960
Area2799,Pomierzony,05/28/2015 11:28:24,7421892.8809,5545023.4511,241.4707
Area2800,Pomierzony,05/28/2015 11:28:25,7421893.0699,5545022.2454,241.4744
Area2801,Pomierzony,05/28/2015 11:28:26,7421893.3090,5545020.9838,241.4339
Area2802,Pomierzony,05/28/2015 11:28:27,7421893.5068,5545019.7823,241.4285
Area2803,Pomierzony,05/28/2015 11:28:28,7421893.7137,5545018.5026,241.4068
Area2804,Pomierzony,05/28/2015 11:28:29,7421893.8027,5545017.2875,241.3889
Area2805,Pomierzony,05/28/2015 11:28:30,7421893.5491,5545016.2170,241.3789
Area2806,Pomierzony,05/28/2015 11:28:31,7421893.2480,5545015.2358,241.3523
Area2807,Pomierzony,05/28/2015 11:28:32,7421892.6962,5545014.4092,241.3309
Area2808,Pomierzony,05/28/2015 11:28:33,7421892.1197,5545013.5938,241.2987
Area2809,Pomierzony,05/28/2015 11:28:34,7421891.4566,5545012.7774,241.2758
Area2810,Pomierzony,05/28/2015 11:28:35,7421890.9902,5545011.7574,241.2353
Area2811,Pomierzony,05/28/2015 11:28:36,7421890.5656,5545010.7561,241.2178
Area2812,Pomierzony,05/28/2015 11:28:37,7421890.2515,5545009.6361,241.1692
Area2813,Pomierzony,05/28/2015 11:28:38,7421889.9325,5545008.5869,241.1558
Area2814,Pomierzony,05/28/2015 11:28:39,7421889.7081,5545007.4401,241.1062
Area2815,Pomierzony,05/28/2015 11:28:40,7421889.4936,5545006.3505,241.0784
Area2816,Pomierzony,05/28/2015 11:28:41,7421889.3068,5545005.1725,241.0359
Area2817,Pomierzony,05/28/2015 11:28:42,7421889.1645,5545004.0623,241.0120
Area2818,Pomierzony,05/28/2015 11:28:43,7421888.9691,5545002.8818,240.9670
Area2819,Pomierzony,05/28/2015 11:28:44,7421888.8726,5545001.7479,240.9340
Area2820,Pomierzony,05/28/2015 11:28:45,7421888.6747,5545000.5721,240.8876
Area2821,Pomierzony,05/28/2015 11:28:46,7421888.6055,5544999.4384,240.8411
Area2822,Pomierzony,05/28/2015 11:28:47,7421888.4160,5544998.2761,240.8037
Area2823,Pomierzony,05/28/2015 11:28:48,7421888.3759,5544997.1487,240.7503
Area2824,Pomierzony,05/28/2015 11:28:49,7421888.1908,5544996.0146,240.7090
Area2825,Pomierzony,05/28/2015 11:28:50,7421888.1941,5544994.8763,240.6613
Area2826,Pomierzony,05/28/2015 11:28:51,7421888.0007,5544993.7566,240.6135
Area2827,Pomierzony,05/28/2015 11:28:52,7421887.9636,5544992.5590,240.5619
Area2828,Pomierzony,05/28/2015 11:28:53,7421887.7743,5544991.4058,240.5215
Area2829,Pomierzony,05/28/2015 11:28:54,7421887.7042,5544990.1664,240.4598
Area2830,Pomierzony,05/28/2015 11:28:55,7421887.5265,5544988.9920,240.4284
Area2831,Pomierzony,05/28/2015 11:28:56,7421887.4726,5544987.7315,240.3558
Area2832,Pomierzony,05/28/2015 11:28:57,7421887.3631,5544986.5446,240.3363
Area2833,Pomierzony,05/28/2015 11:28:58,7421887.3681,5544985.2697,240.2632
Area2834,Pomierzony,05/28/2015 11:28:59,7421887.3378,5544984.0837,240.2320
Area2835,Pomierzony,05/28/2015 11:29:00,7421887.3731,5544982.8201,240.1632
Area2836,Pomierzony,05/28/2015 11:29:01,7421887.4499,5544981.6418,240.1281
Area2837,Pomierzony,05/28/2015 11:29:02,7421887.5843,5544980.4157,240.0494
Area2838,Pomierzony,05/28/2015 11:29:03,7421887.7953,5544979.2428,240.0039
Area2839,Pomierzony,05/28/2015 11:29:04,7421888.0863,5544978.0148,239.9308
Area2840,Pomierzony,05/28/2015 11:29:05,7421888.4378,5544976.8330,239.8945
Area2841,Pomierzony,05/28/2015 11:29:06,7421888.8284,5544975.5659,239.8079
Area2842,Pomierzony,05/28/2015 11:29:07,7421889.2000,5544974.3653,239.7720
Area2843,Pomierzony,05/28/2015 11:29:08,7421889.5329,5544973.0611,239.6878
Area2844,Pomierzony,05/28/2015 11:29:09,7421889.8607,5544971.8417,239.6416
Area2845,Pomierzony,05/28/2015 11:29:10,7421890.1594,5544970.5066,239.5466
Area2846,Nawigacyjny,05/28/2015 11:29:11,7421891.0153,5544970.0309,238.4831
Area2847,Nawigacyjny,05/28/2015 11:29:12,7421891.2041,5544968.7305,238.4527
Area2848,Nawigacyjny,05/28/2015 11:29:13,7421891.3883,5544967.5446,238.4697
Area2849,Nawigacyjny,05/28/2015 11:29:14,7421891.4911,5544966.2575,238.4461
Area2850,Nawigacyjny,05/28/2015 11:29:15,7421891.5864,5544965.0789,238.4499
Area2851,Nawigacyjny,05/28/2015 11:29:16,7421891.4696,5544963.9069,238.4390
Area2852,Nawigacyjny,05/28/2015 11:29:17,7421891.4150,5544962.8171,238.4478
Area2853,Nawigacyjny,05/28/2015 11:29:18,7421891.1804,5544961.7282,238.4327
Area2854,Nawigacyjny,05/28/2015 11:29:19,7421891.1494,5544960.6698,238.4507
Area2855,Nawigacyjny,05/28/2015 11:29:20,7421891.0655,5544959.5514,238.4353
Area2856,Nawigacyjny,05/28/2015 11:29:21,7421891.2314,5544958.4642,238.4399
Area2857,Nawigacyjny,05/28/2015 11:29:22,7421891.2754,5544957.3277,238.4415
Area2858,Nawigacyjny,05/28/2015 11:29:23,7421891.5053,5544956.2128,238.4408
Area2859,Nawigacyjny,05/28/2015 11:29:24,7421891.6435,5544955.0824,238.4508
Area2860,Nawigacyjny,05/28/2015 11:29:25,7421891.8923,5544953.9318,238.4271
Area2861,Nawigacyjny,05/28/2015 11:29:26,7421892.0563,5544952.7716,238.4426
Area2862,Nawigacyjny,05/28/2015 11:29:27,7421892.3529,5544951.5858,238.4291
Area2863,Nawigacyjny,05/28/2015 11:29:28,7421892.6180,5544950.4265,238.4490
Area2864,Nawigacyjny,05/28/2015 11:29:29,7421892.9312,5544949.1892,238.4396
Area2865,Nawigacyjny,05/28/2015 11:29:30,7421893.2305,5544948.0278,238.4690
Area2866,Nawigacyjny,05/28/2015 11:29:31,7421893.5444,5544946.7471,238.4407
Area2867,Nawigacyjny,05/28/2015 11:29:32,7421893.8112,5544945.5514,238.4648
Area2868,Nawigacyjny,05/28/2015 11:29:33,7421894.1353,5544944.2502,238.4482
Area2869,Nawigacyjny,05/28/2015 11:29:34,7421894.4278,5544943.0548,238.4788
Area2870,Nawigacyjny,05/28/2015 11:29:35,7421894.7787,5544941.7370,238.4518
Area2871,Nawigacyjny,05/28/2015 11:29:36,7421895.0784,5544940.5457,238.4719
Area2872,Nawigacyjny,05/28/2015 11:29:37,7421895.4271,5544939.2409,238.4605
Area2873,Nawigacyjny,05/28/2015 11:29:38,7421895.7542,5544938.0354,238.4816
Area2874,Nawigacyjny,05/28/2015 11:29:39,7421896.0882,5544936.7184,238.4726
Area2875,Nawigacyjny,05/28/2015 11:29:40,7421896.4067,5544935.5212,238.4858
