UpperLimit,LowerLimit,DepthValid,Depth,WaterTempValid,WaterTemp,Temp2Valid,Temp2,Temp3Valid,Temp3,WaterSpeedValid,WaterSpeed,PositionValid,PositionX,PositionY,SurfaceDepth,SurfaceValid,TopOfBottomDepth,TopOfBottomValid,ColumnIs50kHz,TimeValid,TimeOffset[ms],SpeedTrackValid,Speed,Track,AltitudeValid,Altitude
0.000000,113.841194,T,74.760002,T,14.700000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.980552,T,74.115364,F,T,115,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.620003,T,14.680000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,4.624799,T,74.174652,F,T,335,T,0.000000,6.079700,T,645.952881
0.000000,113.841194,T,74.750000,F,0.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.506214,T,74.174652,F,T,555,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.730003,T,14.660000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.506214,T,74.233948,F,T,775,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.669998,T,14.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.506214,T,74.293243,F,T,995,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.930000,T,14.650000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.506214,T,74.411827,F,T,1215,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.160004,T,14.630000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,6.403567,T,74.233948,F,T,1440,T,0.000000,5.918000,T,647.247681
0.000000,113.841194,T,75.075996,T,14.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.581444,T,74.233948,F,T,1655,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.075996,F,0.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.869937,T,74.233948,F,T,1875,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.155998,T,14.640000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.344275,T,74.293243,F,T,2095,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.096001,T,14.610000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,6.225690,T,74.352531,F,T,2315,T,0.000000,6.019500,T,648.311035
0.000000,113.841194,T,75.105995,T,14.600000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.107106,T,74.411827,F,T,2535,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.035995,T,14.600000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.759321,T,72.988808,F,T,2755,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.846001,T,14.620000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.624799,T,72.395889,F,T,2980,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.750000,F,0.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.743383,T,72.336594,F,T,3195,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.059998,T,14.640000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,7.292952,T,72.514473,F,T,3420,T,0.000000,5.936000,T,648.133362
0.000000,113.841194,T,75.145996,T,14.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.344275,T,72.810936,F,T,3635,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.105995,T,14.620000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.225690,T,73.107391,F,T,3855,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.195999,T,14.640000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.692060,T,73.344566,F,T,4075,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.005997,T,14.660000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431133,T,5.692060,T,73.522438,F,T,4295,T,0.000000,5.878200,T,647.914063
0.000000,113.841194,T,75.096001,F,0.000000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431133,T,5.988521,T,73.759605,F,T,4515,T,0.000000,5.878200,T,647.914063
0.000000,113.841194,T,75.185997,T,14.650000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.692060,T,73.878197,F,T,4735,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.115997,T,14.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.700029,T,73.996780,F,T,4955,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.895996,T,14.640000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.861968,T,74.056068,F,T,5180,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.769997,T,14.620000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431133,T,4.506214,T,74.174652,F,T,5395,T,0.000000,5.948500,T,646.393921
0.000000,113.841194,T,74.769997,T,14.610000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.624799,T,74.233948,F,T,5615,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.769997,F,0.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.980552,T,74.293243,F,T,5835,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.930000,T,14.620000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.980552,T,74.293243,F,T,6055,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.830002,T,14.630000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431133,T,4.980552,T,74.233948,F,T,6275,T,0.000000,5.315500,T,645.138245
0.000000,113.841194,T,74.779999,T,14.630000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431133,T,4.624799,T,74.233948,F,T,6495,T,0.000000,5.315500,T,645.138245
0.000000,113.841194,T,74.940002,T,14.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.921260,T,74.233948,F,T,6715,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.879997,T,14.610000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.861968,T,74.293243,F,T,6935,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.879997,F,0.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.861968,T,74.293243,F,T,7155,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.910004,T,14.580000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431133,T,4.861968,T,74.352531,F,T,7375,T,0.000000,5.544400,T,643.592651
0.000000,113.841194,T,74.970001,T,14.590000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.980552,T,74.411827,F,T,7595,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.980003,T,14.570000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.861968,T,74.471115,F,T,7815,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.070000,T,14.580000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.344275,T,74.530411,F,T,8040,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.215996,T,14.590000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,6.107106,T,74.530411,F,T,8255,T,0.000000,5.032900,T,643.057251
0.000000,113.841194,T,75.195999,F,0.000000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,6.107106,T,74.530411,F,T,8475,T,0.000000,5.032900,T,643.057251
0.000000,113.841194,T,75.346001,T,14.580000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.047813,T,74.589699,F,T,8695,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.435997,T,14.570000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.107106,T,74.648994,F,T,8915,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.416000,T,14.560000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.988521,T,74.648994,F,T,9135,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.295998,T,14.580000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,6.225690,T,74.648994,F,T,9355,T,0.000000,5.597500,T,643.231628
0.000000,113.841194,T,75.195999,T,14.600000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.937198,T,74.648994,F,T,9575,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.115997,F,0.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.751352,T,74.589699,F,T,9795,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.026001,T,14.640000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.403567,T,74.589699,F,T,10015,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.015999,T,14.630000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,6.581444,T,74.589699,F,T,10235,T,0.000000,5.619800,T,643.231628
0.000000,113.841194,T,75.026001,T,14.640000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,5.692060,T,74.648994,F,T,10455,T,0.000000,5.619800,T,642.500427
0.000000,113.841194,T,75.035995,T,14.650000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.344275,T,74.648994,F,T,10675,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.056000,T,14.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.937198,T,74.530411,F,T,10895,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.916000,T,14.630000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.743383,T,74.411827,F,T,11120,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.019997,F,0.000000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,6.759321,T,74.352531,F,T,11340,T,0.000000,5.134100,T,641.789551
0.000000,113.841194,T,74.995995,T,14.650000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.861968,T,74.411827,F,T,11560,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.110001,T,14.650000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.751352,T,74.411827,F,T,11780,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.115997,T,14.620000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.988521,T,74.411827,F,T,11995,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,75.015999,T,14.590000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,7.470829,T,74.411827,F,T,12215,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,74.815994,T,14.590000,F,0.000000,F,0.000000,F,0.000000,T,2209154,6431132,T,5.336306,T,74.411827,F,T,12440,T,0.000000,4.627800,T,642.215515
