UpperLimit,LowerLimit,DepthValid,Depth,WaterTempValid,WaterTemp,Temp2Valid,Temp2,Temp3Valid,Temp3,WaterSpeedValid,WaterSpeed,PositionValid,PositionX,PositionY,SurfaceDepth,SurfaceValid,TopOfBottomDepth,TopOfBottomValid,ColumnIs50kHz,TimeValid,TimeOffset[ms],SpeedTrackValid,Speed,Track,AltitudeValid,Altitude
0.000000,151.788254,T,84.539993,T,16.059999,F,0.000000,F,0.000000,F,0.000000,T,2208985,6431010,T,8.617146,T,74.945450,F,T,505,T,2.060475,0.457600,T,636.882202
0.000000,151.788254,T,84.539993,T,16.059999,F,0.000000,F,0.000000,F,0.000000,T,2208985,6431011,T,11.700344,T,70.202065,F,T,1345,T,2.021598,0.514500,T,636.941956
0.000000,151.788254,T,54.080002,T,16.070000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,8.696202,T,66.328308,F,T,1990,F,0.000000,0.000000,F,0.000000
0.000000,151.788254,T,53.500000,T,16.049999,F,0.000000,F,0.000000,F,0.000000,T,2208986,6431013,T,8.221864,T,63.166050,F,T,2585,T,1.963283,0.389800,T,637.328247
0.000000,151.788254,T,53.006001,T,16.020000,F,0.000000,F,0.000000,F,0.000000,T,2208987,6431014,T,5.771116,T,60.557190,F,T,3175,T,1.982721,0.530400,T,637.432678
0.000000,151.788254,T,52.726002,T,16.000000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,5.613003,T,58.422665,F,T,3775,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,51.936001,T,16.010000,F,0.000000,F,0.000000,F,0.000000,T,2208987,6431016,T,5.514183,T,56.624138,F,T,4520,T,1.885529,0.438400,T,637.575928
0.000000,113.841194,T,51.330002,T,15.970000,F,0.000000,F,0.000000,F,0.000000,T,2208988,6431017,T,4.624799,T,55.260414,F,T,5115,T,1.904968,0.642500,T,637.287964
0.000000,113.841194,T,51.160000,T,15.960000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.743383,T,54.193153,F,T,5715,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,50.950001,T,15.970000,F,0.000000,F,0.000000,F,0.000000,T,2208989,6431018,T,6.877906,T,53.363060,F,T,6315,T,1.807775,0.491900,T,637.142517
0.000000,113.841194,T,50.840000,T,15.950000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,3.853999,T,52.770138,F,T,6920,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,50.840000,T,15.960000,F,0.000000,F,0.000000,F,0.000000,T,2208990,6431020,T,4.802676,T,52.355091,F,T,7515,T,1.710583,0.567700,T,637.179443
0.000000,113.841194,T,50.919998,T,15.980000,F,0.000000,F,0.000000,F,0.000000,T,2208990,6431021,T,3.676122,T,51.999340,F,T,8115,T,1.671706,0.514200,T,637.176453
0.000000,113.841194,T,51.040001,T,15.970000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,4.328337,T,51.762169,F,T,8715,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,51.130001,T,15.990000,F,0.000000,F,0.000000,F,0.000000,T,2208991,6431023,T,3.498245,T,51.643585,F,T,9315,T,1.477322,0.532900,T,636.994263
0.000000,113.841194,T,51.309998,T,15.990000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,3.794707,T,51.584293,F,T,9915,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,51.500000,T,15.960000,F,0.000000,F,0.000000,F,0.000000,T,2208991,6431024,T,3.913291,T,51.584293,F,T,10515,T,1.555076,0.489400,T,637.180115
0.000000,113.841194,T,51.759998,T,15.950000,F,0.000000,F,0.000000,F,0.000000,T,2208992,6431025,T,7.292952,T,51.584293,F,T,11120,T,1.419006,0.578200,T,636.977600
0.000000,113.841194,T,51.919998,T,15.950000,F,0.000000,F,0.000000,F,0.000000,F,0,0,T,6.166398,T,51.643585,F,T,11720,F,0.000000,0.000000,F,0.000000
0.000000,113.841194,T,52.119999,T,15.940000,F,0.000000,F,0.000000,F,0.000000,T,2208992,6431026,T,3.616830,T,51.762169,F,T,12315,T,1.555076,0.500300,T,636.954346
